parl_const,parliamentary_constituency_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises able to receive decent broadband from FWA,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed
E14000620,CARLISLE,46142,45922,97.3,62.4,55.9,5.5,5.5,0.2,0.5,0.8,2.2,0.2,98.6,44893,28788,25792,83,214,356,1029,2547,2547,86,45504,0,41.4,55.9,0.0,0.2,0.3,0.3,1.5,19101,25792,83,131,142,673
E14000621,CARSHALTON AND WALLINGTON,42745,42627,98.2,86.2,84.8,8.6,84.6,0.0,0.0,0.2,1.5,0.0,98.7,41979,36860,36263,11,15,104,648,3693,36179,1,42172,0,13.4,84.8,0.0,0.0,0.0,0.2,1.3,5716,36263,11,4,89,544
E14000622,CASTLE POINT,41073,40716,98.3,44.2,44.2,2.8,2.8,0.0,0.1,0.2,0.8,0.0,98.8,40380,18157,18135,13,41,66,336,1164,1164,8,40565,0,54.2,44.2,0.0,0.0,0.1,0.1,0.7,22245,18135,13,28,25,270
E14000623,CENTRAL DEVON,45718,45271,77.5,22.9,22.7,21.2,21.2,1.8,5.5,10.6,21.5,2.3,92.4,35419,10488,10398,822,2513,4837,9852,9713,9713,1064,42222,23162,54.7,22.7,50.7,1.8,3.7,5.1,11.0,25021,10398,822,1691,2324,5015
E14000624,CENTRAL SUFFOLK AND NORTH IPSWICH,47435,47043,92.6,42.0,40.6,35.1,35.1,0.3,0.8,1.9,6.6,0.9,98.0,43914,19928,19280,138,390,890,3129,16632,16632,421,46472,159,51.9,40.6,0.3,0.3,0.5,1.1,4.7,24634,19280,138,252,500,2239
E14000625,CHARNWOOD,46068,45966,98.4,77.9,77.0,23.3,23.3,0.0,0.1,0.4,1.4,0.1,99.5,45335,35874,35480,17,53,163,631,10746,10746,66,45849,0,21.4,77.0,0.0,0.0,0.1,0.2,1.0,9855,35480,17,36,110,468
E14000626,CHATHAM AND AYLESFORD,44109,43985,98.2,87.2,84.1,7.5,7.5,0.0,0.1,0.5,1.5,0.0,98.9,43332,38478,37111,8,52,204,653,3312,3312,7,43634,3236,14.1,84.1,7.3,0.0,0.1,0.3,1.0,6221,37111,8,44,152,449
E14000627,CHEADLE,42832,42570,98.1,85.3,85.2,28.5,65.0,0.0,0.0,0.0,1.3,0.0,98.9,42002,36520,36508,1,8,18,568,12193,27835,19,42356,4381,12.8,85.2,10.2,0.0,0.0,0.0,1.3,5494,36508,1,7,10,550
E14000628,CHELMSFORD,52049,51912,98.1,85.9,83.2,54.4,54.4,0.0,0.0,0.0,1.6,0.0,98.6,51059,44693,43304,1,13,19,853,28327,28327,1,51304,14,14.9,83.2,0.0,0.0,0.0,0.0,1.6,7755,43304,1,12,6,834
E14000629,CHELSEA AND FULHAM,60824,60483,95.4,75.7,65.3,28.8,56.9,0.0,0.0,0.0,4.0,0.0,95.4,58040,46047,39728,0,0,1,2443,17540,34585,0,58043,0,30.1,65.3,0.0,0.0,0.0,0.0,4.0,18312,39728,0,0,1,2442
E14000630,CHELTENHAM,54470,54314,98.7,76.5,69.2,3.4,63.7,0.0,0.1,0.2,1.0,0.0,99.1,53769,41690,37704,11,32,121,545,1826,34717,5,53953,0,29.5,69.2,0.0,0.0,0.0,0.2,0.8,16065,37704,11,21,89,424
E14000631,CHESHAM AND AMERSHAM,42974,42842,94.4,50.9,50.3,11.2,11.2,0.0,1.1,2.0,5.3,0.1,99.3,40550,21861,21598,13,468,875,2292,4796,4802,49,42685,0,44.1,50.3,0.0,0.0,1.1,0.9,3.3,18952,21598,13,455,407,1417
E14000632,CHESTERFIELD,48258,48084,97.2,55.4,54.6,21.9,21.9,0.0,0.0,0.2,2.5,0.0,98.9,46900,26713,26366,0,13,96,1184,10551,10551,5,47727,0,42.6,54.6,0.0,0.0,0.0,0.2,2.3,20534,26366,0,13,83,1088
E14000633,CHICHESTER,57838,57064,91.0,27.1,24.7,22.9,22.9,0.3,0.8,1.6,7.6,0.8,97.9,52647,15677,14266,181,471,903,4417,13272,13272,436,56643,0,66.4,24.7,0.0,0.3,0.5,0.7,6.1,38381,14266,181,290,432,3514
E14000634,CHINGFORD AND WOODFORD GREEN,39731,39611,96.8,84.5,83.9,10.2,83.3,0.1,0.1,0.5,2.9,0.0,97.1,38446,33574,33354,34,55,200,1165,4033,33115,12,38572,0,12.8,83.9,0.0,0.1,0.1,0.4,2.4,5092,33354,34,21,145,965
E14000635,CHIPPENHAM,47517,47377,95.7,45.4,40.6,21.3,21.3,0.2,0.3,0.6,4.0,0.1,98.8,45455,21580,19270,79,163,278,1922,10127,10128,42,46924,0,55.1,40.6,0.0,0.2,0.2,0.2,3.5,26185,19270,79,84,115,1644
E14000636,CHIPPING BARNET,49104,48914,96.9,59.6,54.9,42.4,51.1,0.0,0.0,0.2,2.7,0.0,97.9,47591,29251,26941,0,6,86,1323,20831,25111,2,48083,0,42.1,54.9,0.0,0.0,0.0,0.2,2.5,20650,26941,0,6,80,1237
E14000637,CHORLEY,49874,49658,95.7,62.2,58.9,12.4,12.4,0.1,0.2,0.6,3.9,0.1,98.9,47727,31046,29378,27,105,298,1931,6194,6195,36,49344,16935,36.8,58.9,34.0,0.1,0.2,0.4,3.3,18349,29378,27,78,193,1633
E14000638,CHRISTCHURCH,44355,44074,95.3,44.4,44.3,14.9,44.2,0.1,0.1,0.2,4.1,0.3,99.1,42277,19675,19628,35,57,80,1797,6621,19596,144,43967,32,51.1,44.3,0.1,0.1,0.0,0.1,3.9,22649,19628,35,22,23,1717
E14000639,CITIES OF LONDON AND WESTMINSTER,112476,110737,82.2,68.3,67.7,64.2,67.4,0.0,0.0,0.1,16.2,0.0,82.2,92480,76781,76123,0,0,85,18257,72206,75772,13,92500,1,14.5,67.7,0.0,0.0,0.0,0.1,16.2,16357,76123,0,0,85,18172
E14000640,CITY OF CHESTER,48840,48636,95.9,52.0,38.9,29.6,29.6,0.1,0.2,0.8,3.7,0.0,98.1,46821,25399,18994,36,100,386,1815,14478,14478,17,47893,25,57.0,38.9,0.1,0.1,0.1,0.6,2.9,27827,18994,36,64,286,1429
E14000641,CITY OF DURHAM,45019,44800,95.9,44.1,43.9,43.8,43.8,0.1,0.2,0.3,3.6,0.0,99.0,43181,19834,19758,29,78,125,1619,19696,19696,19,44572,0,52.0,43.9,0.0,0.1,0.1,0.1,3.3,23423,19758,29,49,47,1494
E14000642,CLACTON,47543,47341,98.3,6.9,6.9,6.9,6.9,0.1,0.1,0.1,1.3,0.1,99.5,46744,3267,3267,26,39,65,597,3267,3267,25,47307,140,91.4,6.9,0.3,0.1,0.0,0.1,1.1,43477,3267,26,13,26,532
E14000643,CLEETHORPES,44951,44792,94.1,69.3,69.2,5.9,5.9,0.3,1.6,2.5,5.6,0.5,96.5,42297,31157,31123,129,724,1108,2495,2655,2655,211,43393,15020,24.9,69.2,33.4,0.3,1.3,0.9,3.1,11174,31123,129,595,384,1387
E14000644,COLCHESTER,56960,56603,97.8,73.0,72.7,8.0,8.0,0.0,0.0,0.2,1.6,0.0,98.3,55706,41566,41430,6,19,97,897,4563,4563,18,56007,429,25.1,72.7,0.8,0.0,0.0,0.1,1.4,14276,41430,6,13,78,800
E14000645,COLNE VALLEY,53240,53018,94.8,56.0,55.9,15.5,15.5,0.1,0.4,1.3,4.8,0.0,98.0,50470,29834,29786,69,237,669,2548,8278,8278,22,52196,0,38.9,55.9,0.0,0.1,0.3,0.8,3.5,20684,29786,69,168,432,1879
E14000646,CONGLETON,49950,49731,95.0,57.8,52.7,48.8,48.8,0.1,0.3,0.8,4.6,0.1,98.8,47440,28861,26325,58,165,376,2291,24392,24392,59,49366,0,42.3,52.7,0.0,0.1,0.2,0.4,3.8,21115,26325,58,107,211,1915
E14000647,COPELAND,42227,41984,93.5,2.1,2.1,2.1,2.1,0.5,1.1,1.9,5.9,1.5,98.7,39481,907,907,203,468,819,2503,907,907,626,41663,0,91.3,2.1,0.0,0.5,0.6,0.8,4.0,38574,907,203,265,351,1684
E14000648,CORBY,57486,57212,98.1,67.6,66.7,24.2,66.7,0.1,0.3,0.4,1.4,0.4,98.9,56388,38862,38355,33,152,211,824,13934,38353,207,56833,0,31.4,66.7,0.0,0.1,0.2,0.1,1.1,18033,38355,33,119,59,613
E14000649,COVENTRY NORTH EAST,53404,53175,98.8,97.2,97.2,95.3,97.2,0.0,0.1,0.4,0.7,0.0,98.9,52786,51919,51896,3,56,206,389,50902,51896,6,52801,0,1.7,97.2,0.0,0.0,0.1,0.3,0.3,890,51896,3,53,150,183
E14000650,COVENTRY NORTH WEST,47412,47237,99.1,95.4,95.1,91.4,95.1,0.0,0.1,0.2,0.5,0.0,99.2,46985,45212,45078,1,60,99,252,43333,45078,5,47026,0,4.0,95.1,0.0,0.0,0.1,0.1,0.3,1907,45078,1,59,39,153
E14000651,COVENTRY SOUTH,48216,48030,97.0,90.3,89.7,87.4,89.7,0.0,0.6,0.8,2.6,0.0,97.1,46760,43521,43263,0,298,377,1270,42145,43267,0,46817,0,7.3,89.7,0.0,0.0,0.6,0.2,1.9,3497,43263,0,298,79,893
E14000652,CRAWLEY,49420,49344,98.7,85.8,84.8,6.7,6.8,0.0,0.1,0.3,1.1,0.0,99.3,48785,42394,41894,6,45,132,559,3327,3343,5,49053,0,13.9,84.8,0.0,0.0,0.1,0.2,0.9,6891,41894,6,39,87,427
E14000653,CREWE AND NANTWICH,54034,53766,96.0,29.6,15.8,6.2,6.2,0.0,0.2,0.5,3.5,0.2,98.9,51884,16008,8541,12,106,281,1882,3370,3370,95,53434,1071,80.2,15.8,2.0,0.0,0.2,0.3,3.0,43343,8541,12,94,175,1601
E14000654,CROYDON CENTRAL,56239,55844,96.5,84.4,82.5,22.0,82.9,0.0,0.0,0.1,2.8,0.0,97.1,54273,47473,46412,1,6,43,1571,12358,46609,11,54619,0,14.0,82.5,0.0,0.0,0.0,0.1,2.7,7861,46412,1,5,37,1528
E14000655,CROYDON NORTH,62070,61844,95.8,88.8,87.9,42.8,87.9,0.0,0.0,0.4,3.9,0.0,95.9,59447,55113,54553,0,31,238,2397,26560,54553,12,59531,0,7.9,87.9,0.0,0.0,0.0,0.3,3.5,4894,54553,0,31,207,2159
E14000656,CROYDON SOUTH,50882,50669,95.4,81.5,81.2,16.8,80.6,0.0,0.1,0.4,4.1,0.0,96.6,48564,41486,41319,0,53,222,2105,8538,41003,2,49130,0,14.2,81.2,0.0,0.0,0.1,0.3,3.7,7245,41319,0,53,169,1883
E14000657,DAGENHAM AND RAINHAM,46315,46072,96.7,87.8,87.1,35.2,85.2,0.0,0.4,0.9,2.8,0.5,97.1,44774,40677,40350,21,183,415,1298,16304,39461,242,44985,0,9.6,87.1,0.0,0.0,0.3,0.5,1.9,4424,40350,21,162,232,883
E14000658,DARLINGTON,47635,47537,98.1,90.7,90.4,1.8,1.8,0.1,0.7,1.0,1.7,0.0,98.3,46748,43211,43047,64,347,483,789,853,868,4,46837,4300,7.8,90.4,9.0,0.1,0.6,0.3,0.6,3701,43047,64,283,136,306
E14000659,DARTFORD,52773,52686,96.5,73.4,71.7,39.6,70.2,0.3,0.6,0.9,3.4,0.0,98.6,50906,38738,37843,142,312,495,1780,20903,37069,12,52043,0,24.8,71.7,0.0,0.3,0.3,0.3,2.4,13063,37843,142,170,183,1285
E14000660,DAVENTRY,46841,46645,95.9,54.0,49.4,41.0,46.4,0.4,0.8,1.4,3.7,0.2,98.0,44912,25307,23155,170,366,673,1733,19198,21756,107,45924,350,46.4,49.4,0.7,0.4,0.4,0.7,2.3,21757,23155,170,196,307,1060
E14000661,DENTON AND REDDISH,43973,43735,98.1,88.2,86.8,13.3,45.5,0.0,0.1,0.2,1.4,0.0,98.9,43138,38786,38148,0,51,88,597,5859,20006,2,43503,0,11.3,86.8,0.0,0.0,0.1,0.1,1.2,4990,38148,0,51,37,509
E14000662,DERBY NORTH,48890,48757,99.3,95.4,94.9,57.5,57.6,0.0,0.0,0.2,0.4,0.0,99.5,48559,46645,46381,2,19,89,198,28103,28142,0,48645,0,4.5,94.9,0.0,0.0,0.0,0.1,0.2,2178,46381,2,17,70,109
E14000663,DERBY SOUTH,52385,52161,97.7,92.8,91.8,41.7,41.7,0.0,0.0,0.1,1.8,0.0,97.8,51205,48627,48097,10,14,71,956,21843,21843,0,51255,0,5.9,91.8,0.0,0.0,0.0,0.1,1.7,3108,48097,10,4,57,885
E14000664,DERBYSHIRE DALES,41990,41664,89.2,12.5,12.5,12.2,12.2,0.6,1.9,3.6,10.1,1.4,96.4,37438,5261,5229,244,795,1527,4226,5120,5120,606,40499,0,76.7,12.5,0.0,0.6,1.3,1.7,6.4,32209,5229,244,551,732,2699
E14000665,DEVIZES,45885,45672,93.1,27.1,27.1,10.1,27.1,0.2,0.9,2.0,6.5,0.9,98.5,42697,12421,12418,73,404,920,2975,4617,12417,416,45187,0,66.0,27.1,0.0,0.2,0.7,1.1,4.5,30279,12418,73,331,516,2055
E14000666,DEWSBURY,48942,48740,97.3,76.3,76.3,31.8,31.8,0.0,0.1,0.2,2.2,0.0,98.7,47639,37346,37331,5,44,110,1101,15575,15575,1,48298,0,21.1,76.3,0.0,0.0,0.1,0.1,2.0,10308,37331,5,39,66,991
E14000667,DON VALLEY,47331,47112,96.9,47.9,47.9,34.5,34.5,0.0,0.2,0.8,2.7,0.1,98.6,45842,22675,22653,22,104,379,1270,16317,16317,32,46677,12120,49.0,47.9,25.6,0.0,0.2,0.6,1.9,23189,22653,22,82,275,891
E14000668,DONCASTER CENTRAL,52722,52384,98.2,81.8,81.7,73.6,73.6,0.0,0.1,0.3,1.2,0.0,98.4,51753,43114,43094,6,64,161,631,38819,38819,23,51898,16735,16.4,81.7,31.7,0.0,0.1,0.2,0.9,8659,43094,6,58,97,470
E14000669,DONCASTER NORTH,47328,47186,97.6,60.0,59.6,37.1,37.1,0.2,0.4,0.5,2.1,0.1,99.3,46187,28413,28199,73,185,244,999,17575,17575,27,46996,4413,38.0,59.6,9.3,0.2,0.2,0.1,1.6,17988,28199,73,112,59,755
E14000670,DOVER,48883,48625,94.4,51.1,51.1,21.2,21.2,0.3,0.6,1.0,5.0,0.2,98.4,46165,24982,24979,141,271,513,2460,10351,10351,92,48105,14541,43.3,51.1,29.7,0.3,0.3,0.5,4.0,21186,24979,141,130,242,1947
E14000671,DUDLEY NORTH,38062,37954,98.8,89.9,88.8,1.2,87.2,0.0,0.0,0.0,0.9,0.0,99.2,37605,34232,33782,0,0,14,349,442,33173,0,37755,2524,10.0,88.8,6.6,0.0,0.0,0.0,0.9,3823,33782,0,0,14,335
E14000672,DUDLEY SOUTH,38698,38543,98.7,89.7,87.9,1.8,86.3,0.0,0.0,0.1,0.9,0.0,98.9,38177,34698,34009,0,7,36,366,688,33391,17,38261,3794,10.8,87.9,9.8,0.0,0.0,0.1,0.9,4168,34009,0,7,29,330
E14000673,DULWICH AND WEST NORWOOD,52507,52230,97.1,82.3,80.3,19.7,79.2,0.0,0.0,0.0,2.4,0.0,97.1,50968,43234,42155,0,0,0,1262,10363,41567,1,50996,0,16.8,80.3,0.0,0.0,0.0,0.0,2.4,8813,42155,0,0,0,1262
E14000674,EALING CENTRAL AND ACTON,61693,61207,97.0,83.0,80.8,10.4,80.5,0.0,0.1,0.8,2.3,0.0,97.0,59817,51193,49848,0,57,489,1390,6433,49636,17,59825,0,16.2,80.8,0.0,0.0,0.1,0.7,1.5,9969,49848,0,57,432,901
E14000675,EALING NORTH,49370,48996,98.1,87.9,85.2,22.2,86.0,0.0,0.1,0.8,1.1,0.0,98.2,48447,43395,42071,3,51,380,549,10938,42440,0,48463,0,12.9,85.2,0.0,0.0,0.1,0.7,0.3,6376,42071,3,48,329,169
E14000676,"EALING, SOUTHALL",39019,38619,96.6,47.2,46.1,17.5,46.1,0.0,0.1,0.5,2.4,0.1,96.6,37698,18419,17982,0,27,200,921,6819,17976,22,37701,0,50.5,46.1,0.0,0.0,0.1,0.4,1.8,19716,17982,0,27,173,721
E14000677,EASINGTON,41375,41294,97.4,73.8,70.4,66.7,66.7,0.0,0.2,0.3,2.4,0.0,99.7,40318,30521,29126,18,63,129,976,27589,27589,14,41240,0,27.1,70.4,0.0,0.0,0.1,0.2,2.0,11192,29126,18,45,66,847
E14000678,EAST DEVON,55011,54717,92.6,55.1,53.9,48.5,48.5,0.5,1.3,2.3,6.9,0.3,97.4,50936,30307,29665,255,705,1263,3781,26667,26667,161,53601,14492,38.7,53.9,26.3,0.5,0.8,1.0,4.6,21271,29665,255,450,558,2518
E14000679,EAST HAM,56666,56500,97.8,87.8,84.7,66.6,81.4,0.0,0.2,0.7,1.9,0.0,97.8,55408,49749,47997,11,139,424,1092,37727,46110,22,55415,0,13.1,84.7,0.0,0.0,0.2,0.5,1.2,7411,47997,11,128,285,668
E14000680,EAST HAMPSHIRE,48159,47543,91.6,43.6,40.8,23.1,23.1,0.2,0.5,1.3,7.1,0.6,96.2,44114,21020,19631,74,242,603,3429,11125,11125,270,46346,0,50.8,40.8,0.0,0.2,0.3,0.7,5.9,24483,19631,74,168,361,2826
E14000681,EAST SURREY,50133,49887,94.5,63.5,62.2,16.3,16.3,0.1,0.5,0.9,5.0,0.2,99.1,47378,31840,31201,51,252,456,2509,8150,8167,95,49688,0,32.3,62.2,0.0,0.1,0.4,0.4,4.1,16177,31201,51,201,204,2053
E14000682,EAST WORTHING AND SHOREHAM,45385,45265,98.8,89.1,88.9,29.3,29.3,0.0,0.0,0.1,0.9,0.0,99.4,44838,40423,40343,4,13,41,427,13315,13315,9,45119,0,9.9,88.9,0.0,0.0,0.0,0.1,0.9,4495,40343,4,9,28,386
E14000683,EAST YORKSHIRE,53289,53078,94.9,57.7,55.5,54.0,54.0,0.6,1.2,2.0,4.7,0.3,98.8,50579,30738,29599,305,666,1074,2499,28769,28770,157,52670,23175,39.4,55.5,43.5,0.6,0.7,0.8,2.7,20980,29599,305,361,408,1425
E14000684,EASTBOURNE,54736,54563,98.9,21.2,21.2,21.2,21.2,0.0,0.0,0.1,0.8,0.0,99.4,54142,11579,11579,1,13,53,421,11579,11579,3,54409,0,77.8,21.2,0.0,0.0,0.0,0.1,0.7,42563,11579,1,12,40,368
E14000685,EASTLEIGH,51936,51714,96.8,75.9,72.5,18.8,28.9,0.0,0.0,0.2,2.7,0.0,98.5,50286,39401,37675,1,10,103,1428,9771,14997,5,51178,0,24.3,72.5,0.0,0.0,0.0,0.2,2.6,12611,37675,1,9,93,1325
E14000686,EDDISBURY,44863,44602,89.7,58.6,57.1,56.2,56.2,0.7,2.4,4.0,9.7,0.7,97.4,40254,26312,25609,327,1077,1790,4348,25204,25204,325,43699,2430,32.6,57.1,5.4,0.7,1.7,1.6,5.7,14645,25609,327,750,713,2558
E14000687,EDMONTON,45404,45062,96.7,89.4,88.5,3.6,88.3,0.0,0.2,1.3,2.6,0.0,96.7,43902,40596,40192,0,86,594,1160,1619,40112,0,43927,0,8.2,88.5,0.0,0.0,0.2,1.1,1.2,3710,40192,0,86,508,566
E14000688,ELLESMERE PORT AND NESTON,44252,44150,97.7,71.8,71.4,21.3,21.3,0.1,0.2,0.2,2.1,0.0,99.1,43214,31792,31589,25,69,102,936,9441,9441,14,43870,0,26.3,71.4,0.0,0.1,0.1,0.1,1.9,11625,31589,25,44,33,834
E14000689,ELMET AND ROTHWELL,48752,48539,94.5,65.4,64.2,49.5,63.2,0.1,0.6,1.2,5.1,0.5,97.2,46057,31908,31287,54,290,604,2482,24113,30794,224,47389,2282,30.3,64.2,4.7,0.1,0.5,0.6,3.9,14770,31287,54,236,314,1878
E14000690,ELTHAM,40879,40814,99.2,86.7,83.5,9.2,81.1,0.0,0.0,0.0,0.7,0.0,99.3,40533,35448,34149,0,10,16,281,3756,33154,0,40607,0,15.6,83.5,0.0,0.0,0.0,0.0,0.6,6384,34149,0,10,6,265
E14000691,ENFIELD NORTH,44861,44464,97.0,90.1,89.2,4.6,88.7,0.1,0.2,0.9,2.1,0.0,97.5,43521,40399,40032,28,110,390,943,2076,39807,1,43723,0,7.8,89.2,0.0,0.1,0.2,0.6,1.2,3489,40032,28,82,280,553
E14000692,"ENFIELD, SOUTHGATE",43255,42828,97.2,84.4,82.8,2.7,81.6,0.0,0.0,0.1,1.9,0.1,97.8,42026,36516,35822,0,0,57,802,1171,35308,61,42289,0,14.3,82.8,0.0,0.0,0.0,0.1,1.7,6204,35822,0,0,57,745
E14000693,EPPING FOREST,45898,45727,96.9,80.5,78.8,6.0,77.3,0.1,0.4,1.0,2.7,0.2,98.6,44486,36949,36159,43,181,444,1241,2774,35493,77,45273,2,18.1,78.8,0.0,0.1,0.3,0.6,1.7,8327,36159,43,138,263,797
E14000694,EPSOM AND EWELL,46081,45995,99.2,88.4,88.3,61.3,61.4,0.0,0.1,0.1,0.6,0.1,99.6,45709,40730,40671,0,52,61,286,28246,28276,41,45905,0,10.9,88.3,0.0,0.0,0.1,0.0,0.5,5038,40671,0,52,9,225
E14000695,EREWASH,47551,47320,98.8,84.5,83.7,33.9,33.9,0.0,0.1,0.1,0.7,0.0,99.4,46966,40160,39814,9,33,64,354,16124,16124,5,47285,0,15.0,83.7,0.0,0.0,0.1,0.1,0.6,7152,39814,9,24,31,290
E14000696,ERITH AND THAMESMEAD,46472,46372,98.5,85.5,84.4,45.9,83.8,0.0,0.2,0.8,1.3,0.0,98.5,45761,39745,39238,1,85,365,611,21351,38957,5,45778,2,14.0,84.4,0.0,0.0,0.2,0.6,0.5,6523,39238,1,84,280,246
E14000697,ESHER AND WALTON,50201,50033,98.5,84.3,82.9,17.9,17.9,0.0,0.0,0.1,1.2,0.0,99.1,49444,42322,41620,1,14,41,589,8962,8970,2,49771,0,15.6,82.9,0.0,0.0,0.0,0.1,1.1,7824,41620,1,13,27,548
E14000698,EXETER,51071,50701,96.3,88.1,87.9,66.1,66.1,0.1,0.2,1.5,3.0,0.0,96.7,49170,44996,44867,33,97,762,1531,33775,33775,9,49381,16334,8.4,87.9,32.0,0.1,0.1,1.3,1.5,4303,44867,33,64,665,769
E14000699,FAREHAM,46351,46237,98.0,85.3,81.8,4.4,4.5,0.1,0.2,0.3,1.8,0.0,99.3,45405,39521,37930,48,77,159,832,2054,2098,2,46030,0,16.1,81.8,0.0,0.1,0.1,0.2,1.5,7475,37930,48,29,82,673
E14000700,FAVERSHAM AND MID KENT,46171,45645,89.7,58.7,57.3,33.9,33.9,0.9,1.9,3.4,9.1,1.0,97.5,41421,27109,26443,404,887,1549,4224,15658,15658,469,45031,9207,32.4,57.3,19.9,0.9,1.0,1.4,5.8,14978,26443,404,483,662,2675
E14000701,FELTHAM AND HESTON,44969,44834,96.5,84.5,84.1,6.4,84.1,0.0,0.2,1.3,3.2,0.8,96.5,43375,37985,37827,0,90,588,1459,2897,37800,370,43416,0,12.3,84.1,0.0,0.0,0.2,1.1,1.9,5548,37827,0,90,498,871
E14000702,FILTON AND BRADLEY STOKE,46355,46109,97.9,82.2,80.6,15.7,80.3,0.0,0.1,0.6,1.6,0.0,98.7,45388,38099,37363,15,40,271,721,7260,37238,20,45742,0,17.3,80.6,0.0,0.0,0.1,0.5,1.0,8025,37363,15,25,231,450
E14000703,FINCHLEY AND GOLDERS GREEN,53242,53033,97.2,62.0,57.1,9.2,53.9,0.0,0.0,0.1,2.5,0.0,98.1,51725,33029,30404,0,13,36,1308,4894,28717,9,52220,0,40.0,57.1,0.0,0.0,0.0,0.0,2.4,21321,30404,0,13,23,1272
E14000704,FOLKESTONE AND HYTHE,57193,56864,92.9,55.8,55.6,25.5,25.5,0.5,1.2,2.6,6.6,0.4,97.6,53106,31910,31817,267,680,1463,3758,14584,14584,243,55842,7943,37.2,55.6,13.9,0.5,0.7,1.4,4.0,21289,31817,267,413,783,2295
E14000705,FOREST OF DEAN,43985,43647,82.5,34.2,32.4,31.3,31.3,0.5,2.7,6.7,16.7,1.7,89.4,36291,15028,14261,236,1208,2957,7356,13761,13761,732,39325,265,50.1,32.4,0.6,0.5,2.2,4.0,10.0,22030,14261,236,972,1749,4399
E14000706,FYLDE,39456,39177,94.1,53.6,45.3,17.2,17.3,0.1,0.3,0.8,5.2,0.0,98.2,37112,21139,17864,28,128,305,2065,6798,6820,7,38763,8537,48.8,45.3,21.6,0.1,0.3,0.4,4.5,19248,17864,28,100,177,1760
E14000707,GAINSBOROUGH,47868,47401,85.5,34.6,32.5,21.1,21.1,2.1,4.5,6.8,13.5,1.6,96.6,40929,16569,15581,1024,2167,3249,6472,10117,10119,763,46224,16577,53.0,32.5,34.6,2.1,2.4,2.3,6.7,25348,15581,1024,1143,1082,3223
E14000708,GARSTON AND HALEWOOD,47135,47080,98.8,82.1,81.9,50.6,81.8,0.0,0.1,0.2,1.1,0.0,99.6,46574,38720,38585,5,26,93,506,23831,38565,1,46936,0,16.9,81.9,0.0,0.0,0.0,0.1,0.9,7989,38585,5,21,67,413
E14000709,GATESHEAD,48595,48429,97.5,88.1,86.1,5.2,5.2,0.0,0.0,0.4,2.1,0.0,97.7,47388,42819,41841,0,14,217,1041,2512,2542,2,47469,0,11.4,86.1,0.0,0.0,0.0,0.4,1.7,5547,41841,0,14,203,824
E14000710,GEDLING,45188,45092,99.5,93.3,92.6,53.3,53.3,0.0,0.1,0.1,0.3,0.0,99.7,44948,42181,41828,5,27,37,144,24095,24095,6,45044,66,6.9,92.6,0.1,0.0,0.0,0.0,0.2,3120,41828,5,22,10,107
E14000711,GILLINGHAM AND RAINHAM,44228,44138,98.4,91.5,90.1,3.1,3.1,0.0,0.1,0.3,1.4,0.0,99.3,43529,40448,39847,0,58,141,609,1375,1375,2,43922,3124,8.3,90.1,7.1,0.0,0.1,0.2,1.1,3682,39847,0,58,83,468
E14000712,GLOUCESTER,56264,56128,98.8,90.2,89.3,20.4,89.4,0.0,0.2,0.3,1.0,0.0,99.2,55574,50759,50250,1,124,182,554,11505,50275,0,55786,2,9.5,89.3,0.0,0.0,0.2,0.1,0.7,5324,50250,1,123,58,372
E14000713,GOSPORT,45372,45331,99.5,87.8,87.6,3.9,3.9,0.0,0.0,0.0,0.4,0.0,99.8,45144,39815,39756,1,9,14,187,1779,1779,0,45303,0,11.9,87.6,0.0,0.0,0.0,0.0,0.4,5388,39756,1,8,5,173
E14000714,GRANTHAM AND STAMFORD,54504,54254,93.0,39.6,38.0,7.3,7.3,1.0,1.4,2.0,6.5,0.3,98.1,50701,21590,20691,536,756,1082,3553,3965,3965,189,53467,2,55.1,38.0,0.0,1.0,0.4,0.6,4.5,30010,20691,536,220,326,2471
