parl_const,parliamentary_constituency_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises able to receive decent broadband from FWA,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed
E14000728,HARBOROUGH,49719,49568,98.3,70.6,66.7,16.5,63.1,0,0.1,0.2,1.4,0,99.4,48887,35111,33177,23,45,104,681,8215,31355,15,49445,0,31.6,66.7,0,0,0,0.1,1.2,15710,33177,23,22,59,577
E14000729,HARLOW,47833,47731,96.3,90.6,89.2,16.2,87.8,0.1,0.1,0.8,3.4,0,96.9,46087,43355,42680,39,55,399,1644,7734,41996,5,46343,61,7.1,89.2,0.1,0.1,0,0.7,2.6,3407,42680,39,16,344,1245
E14000730,HARROGATE AND KNARESBOROUGH,52597,52504,97.7,86.5,85.3,59.7,84.1,0,0.1,0.3,2.1,0.1,98.7,51385,45495,44870,13,61,150,1119,31398,44236,55,51925,7402,12.4,85.3,14.1,0,0.1,0.2,1.8,6515,44870,13,48,89,969
E14000731,HARROW EAST,40462,40409,98.9,86.1,86.1,23.4,85.9,0,0,0.3,1,0,99.1,40021,34827,34827,0,8,115,388,9462,34767,8,40103,0,12.8,86.1,0,0,0,0.3,0.7,5194,34827,0,8,107,273
E14000732,HARROW WEST,46724,46416,96.9,83.9,83.9,11.8,79.3,0,0,0.3,2.4,0,97,45298,39224,39224,0,5,127,1118,5534,37051,1,45309,0,13,83.9,0,0,0,0.3,2.1,6074,39224,0,5,122,991
E14000733,HARTLEPOOL,47766,47546,96.8,90.1,90.1,9.5,89.8,0.3,0.5,1,2.7,0,97.5,46259,43047,43047,149,248,482,1287,4523,42900,18,46550,357,6.7,90.1,0.7,0.3,0.2,0.5,1.7,3212,43047,149,99,234,805
E14000734,HARWICH AND NORTH ESSEX,46268,45684,94.8,36,36,35.4,36,0.2,1.1,1.8,3.9,0.2,96.9,43862,16660,16660,110,496,827,1822,16376,16660,79,44824,10315,58.8,36,22.3,0.2,0.8,0.7,2.2,27202,16660,110,386,331,995
E14000735,HASTINGS AND RYE,57473,57219,98.3,38,38,38,38,0,0.1,0.2,1.3,0,99.5,56468,21839,21839,23,46,130,751,21839,21839,15,57198,340,60.3,38,0.6,0,0,0.1,1.1,34629,21839,23,23,84,621
E14000736,HAVANT,44856,44555,98.6,85.1,85.1,5.6,84.9,0,0.1,0.1,0.8,0,99,44210,38171,38167,0,48,59,345,2525,38062,4,44420,7,13.5,85.1,0,0,0.1,0,0.6,6043,38167,0,48,11,286
E14000737,HAYES AND HARLINGTON,46287,46081,96.9,90.3,90.3,56.9,89.1,0.1,0.3,0.8,2.7,0,96.9,44840,41799,41799,24,122,362,1241,26346,41253,9,44860,0,6.6,90.3,0,0.1,0.2,0.5,1.9,3041,41799,24,98,240,879
E14000738,HAZEL GROVE,38330,38254,97.9,87.8,87.8,25.1,87.7,0,0.1,0.3,1.9,0,99.4,37543,33638,33638,17,55,108,711,9630,33618,1,38095,4589,10.2,87.8,12,0,0.1,0.1,1.6,3905,33638,17,38,53,603
E14000739,HEMEL HEMPSTEAD,48273,48094,97.7,87.8,85.5,59.2,83.9,0.1,0.4,0.5,1.9,0,98.8,47155,42371,41274,40,171,237,939,28596,40514,10,47709,0,12.2,85.5,0,0.1,0.3,0.1,1.5,5881,41274,40,131,66,702
E14000740,HEMSWORTH,46053,45983,95.9,58,57.4,52.7,56.9,0.2,0.4,0.8,3.9,0.2,99,44183,26721,26453,73,171,366,1800,24253,26196,79,45613,13395,38.5,57.4,29.1,0.2,0.2,0.4,3.1,17730,26453,73,98,195,1434
E14000741,HENDON,59296,59138,97.9,69.2,68.9,31.5,68.3,0,0,0.1,1.8,0,98.6,58052,41029,40880,0,9,70,1086,18657,40518,5,58485,0,29,68.9,0,0,0,0.1,1.7,17172,40880,0,9,61,1016
E14000742,HENLEY,48191,48008,97.2,65.8,57.3,56,61.7,0.2,0.4,0.6,2.4,0.1,99.4,46833,31704,27593,81,194,276,1175,26995,29756,71,47908,0,39.9,57.3,0,0.2,0.2,0.2,1.9,19240,27593,81,113,82,899
E14000743,HEREFORD AND SOUTH HEREFORDSHIRE,48483,48245,92.4,54.2,50.1,50,50,0.8,1.6,2.8,7.1,1,97.2,44801,26297,24277,368,795,1378,3444,24262,24262,482,47144,9,42.3,50.1,0,0.8,0.9,1.2,4.3,20524,24277,368,427,583,2066
E14000744,HERTFORD AND STORTFORD,52678,52559,97.2,84.6,81,14.3,77.2,0,0.1,0.2,2.6,0,98.3,51215,44552,42663,17,56,89,1344,7549,40681,22,51782,0,16.2,81,0,0,0.1,0.1,2.4,8552,42663,17,39,33,1255
E14000745,HERTSMERE,47295,47244,98.1,84.4,82.5,14.4,79.3,0,0.2,0.4,1.8,0,98.9,46411,39924,39019,6,74,184,833,6823,37512,2,46782,0,15.6,82.5,0,0,0.1,0.2,1.4,7392,39019,6,68,110,649
E14000746,HEXHAM,37367,37209,87.9,13.5,12.1,11.1,11.1,1.9,3.2,4.5,11.6,1.2,98.4,32860,5030,4540,715,1213,1681,4349,4130,4130,434,36774,716,75.8,12.1,1.9,1.9,1.3,1.3,7.1,28320,4540,715,498,468,2668
E14000747,HEYWOOD AND MIDDLETON,51872,51782,97.4,75,70.8,13.8,66.2,0,0.1,0.3,2.4,0,99,50531,38879,36751,12,47,146,1251,7157,34333,2,51370,0,26.6,70.8,0,0,0.1,0.2,2.1,13780,36751,12,35,99,1105
E14000748,HIGH PEAK,46769,46590,93.5,13.1,9.7,6.4,6.4,0.4,0.7,1.2,6.1,0.3,98.7,43737,6149,4526,186,332,542,2853,2991,2991,141,46161,6,83.8,9.7,0,0.4,0.3,0.4,4.9,39211,4526,186,146,210,2311
E14000749,HITCHIN AND HARPENDEN,46098,45938,96.2,79.5,78.6,46.1,77.7,0.1,0.3,0.6,3.4,0.2,98.3,44364,36652,36252,62,131,282,1574,21243,35835,83,45319,0,17.6,78.6,0,0.1,0.1,0.3,2.8,8112,36252,62,69,151,1292
E14000750,HOLBORN AND ST PANCRAS,78158,77508,95.9,92.1,92,67.2,90,0,0,0,3.3,0,96,74967,71980,71919,0,0,11,2541,52509,70320,3,75046,0,3.9,92,0,0,0,0,3.2,3048,71919,0,0,11,2530
E14000751,HORNCHURCH AND UPMINSTER,48268,48238,97.5,85.3,84.3,7.8,80.2,0.1,0.3,0.5,2.4,0.1,98.9,47073,41176,40683,49,140,234,1165,3754,38699,40,47723,0,13.2,84.3,0,0.1,0.2,0.2,1.9,6390,40683,49,91,94,931
E14000752,HORNSEY AND WOOD GREEN,56320,56250,98.1,80,78.4,3.5,75.9,0,0,0.1,1.7,0,98.3,55266,45034,44135,0,0,76,984,1992,42752,3,55357,0,19.8,78.4,0,0,0,0.1,1.6,11131,44135,0,0,76,908
E14000753,HORSHAM,54153,53958,95.2,60.1,55.6,52,52.1,0.1,0.4,1.1,4.4,0.3,99.3,51577,32539,30123,28,238,579,2381,28157,28224,171,53753,0,39.6,55.6,0,0.1,0.4,0.6,3.3,21454,30123,28,210,341,1802
E14000754,HOUGHTON AND SUNDERLAND SOUTH,44869,44737,97,82,80.7,45.3,79.7,0.1,0.2,0.6,2.7,0,98.8,43543,36802,36196,44,105,259,1194,20344,35766,18,44315,0,16.4,80.7,0,0.1,0.1,0.3,2.1,7347,36196,44,61,154,935
E14000755,HOVE,52863,52720,98.6,87.6,81.3,28.9,73,0,0,0.3,1.1,0,98.7,52146,46282,43002,1,9,138,574,15268,38580,3,52166,0,17.3,81.3,0,0,0,0.2,0.8,9144,43002,1,8,129,436
E14000756,HUDDERSFIELD,46248,46172,99,92.7,92.7,66.9,92.6,0,0,0.1,0.8,0,99.5,45793,42894,42894,1,10,44,379,30948,42811,8,46005,10072,6.3,92.7,21.8,0,0,0.1,0.7,2899,42894,1,9,34,335
E14000757,HUNTINGDON,57800,57575,97.5,74.4,71.5,14.3,69.6,0.1,0.4,0.8,2.1,0.2,98.9,56360,43025,41345,52,215,455,1215,8266,40251,110,57191,1,26,71.5,0,0.1,0.3,0.4,1.3,15015,41345,52,163,240,760
E14000758,HYNDBURN,47197,46956,97.3,76.6,72.6,32.3,68.9,0,0.1,0.2,2.2,0,99.3,45916,36172,34247,23,49,89,1040,15237,32540,3,46887,35119,24.7,72.6,74.4,0,0.1,0.1,2,11669,34247,23,26,40,951
E14000759,ILFORD NORTH,42123,42016,98.6,91,90.6,47.6,89.3,0,0.2,0.4,1.1,0,98.9,41544,38320,38163,15,100,165,472,20061,37624,1,41659,1,8,90.6,0,0,0.2,0.2,0.7,3381,38163,15,85,65,307
E14000760,ILFORD SOUTH,48925,48826,98.5,89.9,89.9,57.1,88.7,0,0,0.2,1.3,0,98.7,48208,43981,43981,0,0,76,618,27949,43392,1,48305,0,8.6,89.9,0,0,0,0.2,1.1,4227,43981,0,0,76,542
E14000761,IPSWICH,54737,54463,98.2,89.9,87.7,48.3,85.1,0,0.1,0.4,1.3,0,98.3,53732,49209,47977,0,49,232,731,26423,46589,1,53781,495,10.5,87.7,0.9,0,0.1,0.3,0.9,5755,47977,0,49,183,499
E14000762,ISLE OF WIGHT,78550,78111,94.2,53.9,53.9,53.9,53.9,0.3,0.7,1.2,5.3,0.3,99.2,73967,42353,42353,206,524,918,4144,42353,42353,199,77931,0,40.2,53.9,0,0.3,0.4,0.5,4.1,31614,42353,206,318,394,3226
E14000763,ISLINGTON NORTH,55406,55306,97.7,92.7,92.7,32.4,92.5,0,0,0,2.1,0,97.7,54122,51388,51387,0,0,12,1184,17924,51274,2,54128,0,4.9,92.7,0,0,0,0,2.1,2735,51387,0,0,12,1172
E14000764,ISLINGTON SOUTH AND FINSBURY,63914,63632,95.6,84.4,84.4,58.1,83.2,0,0,0,4,0,95.6,61093,53914,53913,0,0,12,2539,37144,53200,1,61093,0,11.2,84.4,0,0,0,0,4,7180,53913,0,0,12,2527
E14000765,JARROW,41643,41610,97.6,85.3,85.1,18.1,84.9,0,0.6,1,2.3,0,98.4,40651,35501,35440,16,259,401,959,7532,35336,2,40983,0,12.5,85.1,0,0,0.6,0.3,1.3,5211,35440,16,243,142,558
E14000766,KEIGHLEY,45090,45006,95.8,80.9,78.1,33.6,76.2,0.2,0.4,0.8,4,0,98.3,43201,36490,35233,108,190,356,1805,15165,34340,4,44325,38338,17.7,78.1,85,0.2,0.2,0.4,3.2,7968,35233,108,82,166,1449
E14000767,KENILWORTH AND SOUTHAM,42757,42623,95.3,59.4,54.2,24.6,50.7,0.4,0.8,1.3,4.4,0.2,98.2,40734,25412,23163,150,346,537,1889,10511,21698,90,41992,207,41.1,54.2,0.5,0.4,0.5,0.4,3.2,17571,23163,150,196,191,1352
E14000768,KENSINGTON,71496,71337,97.1,91.6,90,50.9,84.5,0,0,0.2,2.7,0,97.1,69442,65514,64375,0,0,152,1895,36360,60409,2,69443,0,7.1,90,0,0,0,0.2,2.4,5067,64375,0,0,152,1743
E14000769,KETTERING,49720,49529,98.2,83,83,19.9,83,0.1,0.2,0.6,1.4,0.1,98.8,48838,41282,41282,29,110,278,691,9881,41244,33,49132,0,15.2,83,0,0.1,0.2,0.3,0.8,7556,41282,29,81,168,413
E14000770,KINGSTON AND SURBITON,53248,53152,98,92.6,90.8,5.9,86.9,0,0,0.1,1.8,0,98.3,52194,49297,48347,1,3,72,958,3117,46267,4,52368,0,7.2,90.8,0,0,0,0.1,1.7,3847,48347,1,2,69,886
E14000771,KINGSTON UPON HULL EAST,43955,43514,99,97.7,97.7,97.7,97.7,0,0,0,0,0,99,43504,42932,42932,0,0,8,10,42932,42932,12,43504,16239,1.3,97.7,36.9,0,0,0,0,572,42932,0,0,8,2
E14000772,KINGSTON UPON HULL NORTH,45164,44307,98.1,97.9,97.9,97.9,97.9,0,0,0,0,0,98.1,44305,44215,44215,0,0,0,2,44215,44215,0,44305,7727,0.2,97.9,17.1,0,0,0,0,90,44215,0,0,0,2
E14000773,KINGSTON UPON HULL WEST AND HESSLE,48462,47774,98.6,97.9,97.9,97.9,97.9,0,0,0,0,0,98.6,47765,47427,47424,1,1,1,9,47427,47427,1,47765,22374,0.7,97.9,46.2,0,0,0,0,341,47424,1,0,0,8
E14000774,KINGSWOOD,40454,40380,99.2,88.6,88.1,10.7,86.9,0,0,0,0.6,0,99.6,40147,35849,35658,0,1,7,233,4310,35148,8,40295,0,11.1,88.1,0,0,0,0,0.6,4489,35658,0,1,6,226
E14000775,KNOWSLEY,53812,53580,98.6,89.2,89.2,55.7,87.4,0,0.2,0.2,1,0,99.1,53068,48025,48025,18,90,117,512,29970,47018,12,53338,4168,9.4,89.2,7.7,0,0.1,0.1,0.7,5043,48025,18,72,27,395
E14000776,LANCASTER AND FLEETWOOD,41982,41792,96.9,75.8,73.5,67.3,71.9,0.2,0.4,0.7,2.6,0.1,99,40701,31838,30864,92,166,283,1091,28242,30165,31,41547,514,23.4,73.5,1.2,0.2,0.2,0.3,1.9,9837,30864,92,74,117,808
E14000777,LEEDS CENTRAL,78130,77737,92.2,88.8,87.7,71.2,85.9,0,0.1,0.2,7.3,0,92.2,72010,69392,68520,0,52,152,5727,55602,67088,2,72019,10515,4.5,87.7,13.5,0,0.1,0.1,7.1,3490,68520,0,52,100,5575
E14000778,LEEDS EAST,46846,46753,99.1,96.2,96.2,70.5,96.1,0,0.2,0.3,0.7,0,99.1,46402,45054,45054,18,77,163,351,33026,45042,13,46421,5815,2.9,96.2,12.4,0,0.1,0.2,0.4,1348,45054,18,59,86,188
E14000779,LEEDS NORTH EAST,42755,42737,98.9,95.5,95.4,76.6,95.3,0,0,0.2,1.1,0,99.2,42288,40818,40803,1,3,92,449,32764,40760,2,42398,3461,3.5,95.4,8.1,0,0,0.2,0.8,1485,40803,1,2,89,357
E14000780,LEEDS NORTH WEST,38678,38616,97.4,86.3,85.3,53.2,84,0,0.4,0.6,2.5,0,98.2,37654,33377,32994,14,136,214,962,20563,32503,0,37992,11267,12,85.3,29.1,0,0.3,0.2,1.9,4660,32994,14,122,78,748
E14000781,LEEDS WEST,47893,47849,99.3,95.6,94.9,71.4,94.2,0,0.2,0.2,0.6,0,99.5,47558,45808,45465,4,88,106,291,34192,45124,2,47644,1587,4.4,94.9,3.3,0,0.2,0,0.4,2093,45465,4,84,18,185
E14000782,LEICESTER EAST,45572,45466,99.6,98.1,98.1,91.6,98,0,0,0,0.2,0,99.7,45374,44692,44692,0,0,19,92,41750,44642,3,45431,0,1.5,98.1,0,0,0,0,0.2,682,44692,0,0,19,73
E14000783,LEICESTER SOUTH,53063,52898,98.4,91,89.7,26.1,87.4,0,0,0.1,1.3,0,98.4,52206,48286,47574,0,0,62,692,13827,46358,6,52221,0,8.7,89.7,0,0,0,0.1,1.2,4632,47574,0,0,62,630
E14000784,LEICESTER WEST,48124,48041,99.3,96.2,95.7,36.6,95.2,0,0.1,0.2,0.5,0,99.4,47794,46293,46046,13,36,84,247,17624,45834,2,47815,0,3.6,95.7,0,0,0,0.1,0.3,1748,46046,13,23,48,163
E14000785,LEIGH,52601,52558,98.5,87.7,87.7,23.6,87.7,0,0.1,0.2,1.4,0,99.7,51838,46151,46131,18,27,80,720,12406,46115,11,52437,3507,10.8,87.7,6.7,0,0,0.1,1.2,5707,46131,18,9,53,640
E14000786,LEWES,44579,44493,97.2,44.2,44.2,44.2,44.2,0.1,0.2,0.5,2.6,0.1,99.6,43317,19707,19707,29,109,235,1176,19702,19706,62,44393,0,53,44.2,0,0.1,0.2,0.3,2.1,23610,19707,29,80,126,941
E14000787,LEWISHAM EAST,48730,48455,98.7,85.2,83.5,40.4,80.4,0,0,0.1,0.7,0,99,48107,41522,40685,0,0,50,348,19674,39199,19,48225,0,15.2,83.5,0,0,0,0.1,0.6,7422,40685,0,0,50,298
E14000788,LEWISHAM WEST AND PENGE,52543,52400,96.4,79.9,79.6,26.7,79.1,0,0.1,0.5,3.4,0,96.7,50631,41985,41837,0,61,249,1769,14051,41564,1,50803,0,16.7,79.6,0,0,0.1,0.4,2.9,8794,41837,0,61,188,1520
E14000789,"LEWISHAM, DEPTFORD",62364,60741,93.7,66.8,66.7,36.8,65.1,0,0,0,3.7,0,93.8,58457,41657,41597,1,1,23,2284,22955,40573,2,58489,0,27,66.7,0,0,0,0,3.6,16860,41597,1,0,22,2261
E14000790,LEYTON AND WANSTEAD,43060,42986,97.2,88.6,87.2,43,86,0,0,0.6,2.6,0,97.2,41866,38150,37547,4,15,240,1120,18523,37027,4,41872,0,10,87.2,0,0,0,0.5,2,4319,37547,4,11,225,880
E14000791,LICHFIELD,46414,46327,96.4,75.1,73,43.7,71,0.2,0.6,1.1,3.4,0.2,99.3,44749,34860,33904,90,262,489,1578,20272,32971,100,46109,12,23.4,73,0,0.2,0.4,0.5,2.3,10845,33904,90,172,227,1089
E14000792,LINCOLN,54996,54674,97.7,83.4,83.3,10.4,82.7,0,0.2,0.5,1.8,0,98,53705,45871,45830,12,97,270,969,5717,45482,9,53874,36787,14.3,83.3,66.9,0,0.2,0.3,1.3,7875,45830,12,85,173,699
E14000793,"LIVERPOOL, RIVERSIDE",69114,67948,83.7,68,62.8,23.5,32.8,0,0,0.7,14.6,0,84.2,57877,47000,43417,0,1,452,10071,16222,22640,1,58199,0,20.9,62.8,0,0,0,0.7,13.9,14460,43417,0,1,451,9619
E14000794,"LIVERPOOL, WALTON",45125,44896,98.7,84.7,83.9,10.5,66.5,0,0,0.1,0.8,0,99,44516,38215,37849,0,0,34,380,4729,30004,1,44674,0,14.8,83.9,0,0,0,0.1,0.8,6667,37849,0,0,34,346
E14000795,"LIVERPOOL, WAVERTREE",41869,41747,99.2,95,94.1,71.7,75.3,0,0,0.1,0.5,0,99.4,41524,39779,39385,0,7,45,223,30027,31519,2,41617,0,5.1,94.1,0,0,0,0.1,0.4,2139,39385,0,7,38,178
E14000796,"LIVERPOOL, WEST DERBY",42020,41997,99.7,94.3,94.1,63.2,82.1,0,0.1,0.1,0.3,0,99.8,41873,39643,39553,0,36,41,124,26571,34506,0,41945,0,5.5,94.1,0,0,0.1,0,0.2,2320,39553,0,36,5,83
E14000797,LOUGHBOROUGH,47227,47081,98.6,76.8,72.2,7.4,68.8,0.2,0.3,0.4,1.1,0,99.3,46580,36253,34098,91,148,175,501,3497,32508,16,46913,0,26.4,72.2,0,0.2,0.1,0.1,0.7,12482,34098,91,57,27,326
E14000798,LOUTH AND HORNCASTLE,51952,51652,89,22.9,22.6,11.9,22.4,0.7,2.1,3.4,10.4,0.8,97.8,46257,11888,11745,387,1080,1775,5395,6207,11651,401,50790,13745,66.4,22.6,26.5,0.7,1.3,1.3,7,34512,11745,387,693,695,3620
E14000799,LUDLOW,42621,42290,82.4,26.4,18,26.4,26.4,1.8,4.7,8,16.8,0.9,93.4,35137,11270,7653,769,2001,3391,7153,11268,11270,374,39815,31180,64.5,18,73.2,1.8,2.9,3.3,8.8,27484,7653,769,1232,1390,3762
E14000800,LUTON NORTH,39303,39273,99.8,96.3,95.1,2.8,94,0,0,0,0.1,0,99.9,39227,37852,37361,0,6,11,46,1084,36957,1,39255,0,4.7,95.1,0,0,0,0,0.1,1866,37361,0,6,5,35
E14000801,LUTON SOUTH,51524,51307,98.2,91.7,90.1,15.1,87.3,0,0.4,0.5,1.3,0.1,98.6,50614,47240,46410,14,198,283,693,7794,44992,30,50805,0,8.2,90.1,0,0,0.4,0.2,0.8,4204,46410,14,184,85,410
E14000802,MACCLESFIELD,47580,47445,94.7,70.5,70.5,10.2,70.5,0.2,0.8,1.7,5,0.3,98.1,45062,33552,33552,92,378,796,2383,4836,33530,161,46687,2691,24.2,70.5,5.7,0.2,0.6,0.9,3.3,11510,33552,92,286,418,1587
E14000803,MAIDENHEAD,47304,47199,97.1,78.2,74.7,28.7,71,0.1,0.2,0.6,2.7,0.1,98.8,45936,36987,35354,25,118,280,1263,13566,33567,36,46713,1318,22.4,74.7,2.8,0.1,0.2,0.3,2.1,10582,35354,25,93,162,983
E14000804,MAIDSTONE AND THE WEALD,52496,52261,94.7,78.3,73.5,35.4,69.4,0,0.3,0.7,4.8,0.2,97.7,49733,41084,38584,22,180,377,2528,18591,36413,82,51276,16510,21.2,73.5,31.5,0,0.3,0.4,4.1,11149,38584,22,158,197,2151
E14000805,MAKERFIELD,45361,45348,98.7,87.5,86.5,5.4,84.6,0,0,0,1.3,0,99.6,44760,39693,39232,1,8,21,588,2432,38365,0,45201,16420,12.2,86.5,36.2,0,0,0,1.2,5528,39232,1,7,13,567
E14000806,MALDON,43464,43288,94.3,51,48.8,46.6,47.4,0.2,0.4,1.5,5.3,0.1,98.6,40991,22150,21213,79,195,640,2297,20259,20589,61,42862,2429,45.5,48.8,5.6,0.2,0.3,1,3.8,19778,21213,79,116,445,1657
E14000807,MANCHESTER CENTRAL,85972,82710,87.5,69.8,68.2,50.9,66.7,0,0,0.7,8.8,0,87.7,75183,59996,58613,0,33,636,7527,43757,57357,2,75355,0,19.3,68.2,0,0,0,0.7,8,16570,58613,0,33,603,6891
E14000808,"MANCHESTER, GORTON",47187,45058,94,72.6,67.9,22.6,64.5,0,0,0.1,1.5,0,94.1,44363,34259,32019,0,21,33,695,10656,30458,1,44414,0,26.2,67.9,0,0,0,0,1.4,12344,32019,0,21,12,662
E14000809,"MANCHESTER, WITHINGTON",44116,44064,98.5,90.6,87.4,25.4,84.2,0,0,0.2,1.4,0,98.5,43434,39974,38562,0,0,75,630,11214,37130,0,43465,0,11,87.4,0,0,0,0.2,1.3,4872,38562,0,0,75,555
E14000810,MANSFIELD,53709,53609,98.8,88.8,86.8,11,84.8,0,0,0.2,1,0,99.5,53061,47685,46631,8,25,85,548,5897,45527,4,53421,0,12,86.8,0,0,0,0.1,0.9,6430,46631,8,17,60,463
E14000811,MEON VALLEY,45892,45711,93.2,68.4,67.1,19.9,66.2,0.4,1.1,1.8,6.4,0.5,97.5,42754,31370,30814,161,500,839,2957,9150,30381,232,44757,0,26,67.1,0,0.4,0.7,0.7,4.6,11940,30814,161,339,339,2118
E14000812,MERIDEN,52912,52669,97,85.3,84.9,26.1,84.2,0.1,0.3,1.1,2.5,0.1,97.8,51324,45113,44906,41,155,558,1345,13815,44562,29,51758,0,12.1,84.9,0,0.1,0.2,0.8,1.5,6418,44906,41,114,403,787
E14000813,MID BEDFORDSHIRE,55036,54287,95.2,73.8,71.4,38.4,69.5,0.1,0.4,1,3.5,0.1,98.1,52373,40609,39285,58,215,526,1914,21155,38257,62,53994,3,23.8,71.4,0,0.1,0.3,0.6,2.5,13088,39285,58,157,311,1388
E14000814,MID DERBYSHIRE,39974,39867,97.4,67.5,61.8,37.9,57.2,0.3,0.4,0.5,2.3,0,99.2,38936,27001,24692,128,156,190,931,15145,22846,5,39672,0,35.6,61.8,0,0.3,0.1,0.1,1.9,14244,24692,128,28,34,741
E14000815,MID DORSET AND NORTH POOLE,39160,39028,96.1,64.1,64.1,34.7,63.8,0,0.2,0.4,3.6,0.2,98.9,37615,25113,25113,19,78,143,1413,13607,24997,61,38745,20,31.9,64.1,0.1,0,0.2,0.2,3.2,12502,25113,19,59,65,1270
E14000816,MID NORFOLK,52964,52770,93.4,51.9,51.9,51.9,51.9,0.5,1.2,2,6.2,0.9,98.6,49479,27469,27469,248,625,1055,3291,27467,27467,498,52207,47,41.6,51.9,0.1,0.5,0.7,0.8,4.2,22010,27469,248,377,430,2236
E14000817,MID SUSSEX,53426,53294,97.1,52.4,51.4,50.6,50.6,0,0.2,0.4,2.7,0.2,99.2,51875,28004,27481,22,88,214,1419,27007,27014,84,52989,0,45.7,51.4,0,0,0.1,0.2,2.3,24394,27481,22,66,126,1205
E14000818,MID WORCESTERSHIRE,51720,51314,95.6,38.9,34.7,30.9,32.5,0.1,0.5,0.8,3.7,0.2,98.7,49425,20104,17947,46,254,425,1889,15959,16829,117,51044,37,60.9,34.7,0.1,0.1,0.4,0.3,2.8,31478,17947,46,208,171,1464
E14000819,MIDDLESBROUGH,47462,47142,97.7,93.5,93.5,21.8,93.1,0,0.2,0.6,1.6,0.1,97.8,46368,44395,44395,2,95,280,774,10352,44193,50,46420,1068,4.2,93.5,2.3,0,0.2,0.4,1,1973,44395,2,93,185,494
E14000820,MIDDLESBROUGH SOUTH AND EAST CLEVELAND,46587,46533,96.9,86.2,86.1,11.2,86,0.2,0.5,1,3,0.1,98.6,45139,40161,40118,95,222,470,1394,5228,40083,34,45917,761,10.8,86.1,1.6,0.2,0.3,0.5,2,5021,40118,95,127,248,924
E14000821,MILTON KEYNES NORTH,61901,61753,98,90,89.2,88.4,88.4,0.1,0.3,1,1.8,0,98.7,60643,55720,55245,34,161,635,1110,54732,54748,20,61096,1,8.7,89.2,0,0.1,0.2,0.8,0.8,5398,55245,34,127,474,475
E14000822,MILTON KEYNES SOUTH,64430,64343,98.8,92.2,91.2,90.5,90.5,0,0.3,0.5,1,0,99.3,63673,59423,58767,21,189,329,670,58312,58313,22,63950,0,7.6,91.2,0,0,0.3,0.2,0.5,4906,58767,21,168,140,341
E14000823,MITCHAM AND MORDEN,44617,44587,99.1,90.1,90.1,34.3,87.7,0,0,0.1,0.9,0,99.1,44196,40217,40212,0,20,37,391,15317,39118,2,44205,0,8.9,90.1,0,0,0,0,0.8,3984,40212,0,20,17,354
E14000824,MOLE VALLEY,44080,43941,94.7,59.9,58.3,26.1,57.2,0.1,0.2,0.8,5,0.3,99.2,41737,26400,25718,35,108,344,2204,11513,25227,143,43738,0,36.3,58.3,0,0.1,0.2,0.5,4.2,16019,25718,35,73,236,1860
E14000825,MORECAMBE AND LUNESDALE,45297,45158,98.6,78.3,73.1,53.8,70.6,0.1,0.2,0.2,1.1,0,99.5,44654,35473,33097,64,78,109,504,24352,31990,15,45089,1241,25.5,73.1,2.7,0.1,0,0.1,0.9,11557,33097,64,14,31,395
E14000826,MORLEY AND OUTWOOD,49321,49255,98.2,86.9,85.5,78.4,84.5,0,0.3,0.4,1.7,0,99.5,48417,42882,42181,16,129,200,838,38667,41665,7,49094,40,12.6,85.5,0.1,0,0.2,0.1,1.3,6236,42181,16,113,71,638
E14000827,NEW FOREST EAST,42662,42563,93.8,52.2,49.1,24.6,47.1,0.4,0.7,1.1,5.9,0.5,99,40025,22265,20968,158,298,463,2538,10505,20111,203,42252,0,44.7,49.1,0,0.4,0.3,0.4,4.9,19057,20968,158,140,165,2075
E14000828,NEW FOREST WEST,45190,45070,95.2,38.4,38.4,38.3,38.4,0.4,0.7,1.1,4.6,0.4,99.5,43002,17360,17360,183,305,480,2068,17327,17360,179,44956,41,56.7,38.4,0.1,0.4,0.3,0.4,3.5,25642,17360,183,122,175,1588
