Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Ireland,Cable modem DOCSIS 3.0,Total,Households,"  716,889 ","  720,521 ","  744,694 ","  765,615 ","  844,562 ","  857,031 ","  848,991 ","  883,456 ","  869,953 ","  876,413 ","  763,538 "
Ireland,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  861,370 ","  867,312 ","  875,530 ","  760,758 "
Ireland,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  511,460 ","  528,774 ","  536,937 ","  541,728 ","  547,840 "
Ireland,LTE,Total,Households,"  621,965 ","  1,539,262 ","  1,598,388 ","  1,716,995 ","  1,688,092 ","  1,685,740 ","  1,707,466 ","  1,754,578 ","  1,771,530 ","  1,786,530 ",#N/A
Ireland,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  1,628,932 ","  1,600,544 ","  1,682,706 ","  1,702,636 ","  1,753,991 ","  1,771,586 ",#N/A,#N/A
Ireland,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  539,850 ","  1,290,123 ","  1,514,462 ","  1,556,287 "
Ireland,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,009,943 ","  1,033,891 "
Ireland,Satellite,Total,Households,"  1,766,947 ","  1,770,197 ","  1,774,693 ","  1,774,693 ","  1,737,475 ","  1,758,926 ","  1,724,713 ","  1,772,301 ","  1,789,424 ","  1,804,576 ","  1,823,988 "
Ireland,Overall broadband coverage,Total,Households,"  1,724,072 ","  1,727,622 ","  1,732,100 ","  1,768,001 ","  1,733,075 ","  1,746,225 ",#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  913,950 ","  986,305 ",#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,Cable modem,Total,Households,"  749,382 ","  750,822 ","  758,008 ","  769,047 ","  844,707 ","  857,178 ",#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,WiMAX,Total,Households,"  470,008 ","  470,851 ","  472,619 ","  472,619 ","  485,757 ","  492,245 ",#N/A,#N/A,#N/A,#N/A,#N/A
Ireland,HSPA,Total,Households,"  1,675,066 ","  1,674,507 ","  1,679,062 ","  1,761,308 ","  1,728,019 ","  1,725,906 ",#N/A,#N/A,#N/A,#N/A,#N/A
Italy,Land area,Total,km squared,"  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 ","  301,337 "
Italy,Population,Total,###,"  58,931,702 ","  59,685,227 ","  60,782,668 ","  60,795,612 ","  60,665,551 ","  60,589,445 ","  60,483,973 ","  60,483,973 ","  59,655,613 ","  59,236,213 ","  59,030,133 "
Italy,Households,Total,###,"  24,548,577 ","  24,912,099 ","  25,371,975 ","  25,378,019 ","  25,323,845 ","  25,293,216 ","  25,060,394 ","  24,608,154 ","  24,608,154 ","  24,106,989 ","  24,020,251 "
Italy,Broadband coverage (>2Mbps),Total,Households,"  23,393,345 ","  23,831,811 ","  24,881,197 ","  24,307,144 ","  24,274,285 ","  24,274,750 ","  24,083,039 ","  23,648,436 ",#N/A,#N/A,#N/A
Italy,Broadband coverage (>30Mbps),Total,Households,"  3,892,709 ","  6,765,909 ","  11,061,508 ","  15,991,990 ","  19,161,345 ","  19,388,084 ","  19,421,806 ","  20,178,686 ","  22,294,988 ","  22,248,525 ","  22,625,348 "
Italy,Broadband coverage (>100Mbps),Total,Households,"  2,993,000 ","  3,686,991 ","  4,164,450 ","  4,763,901 ","  5,498,054 ","  6,033,333 ","  15,286,840 ","  16,487,463 ","  19,095,928 ","  19,948,581 ","  20,924,866 "
Italy,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  7,509,878 ","  8,300,599 ","  10,876,804 ","  12,886,662 ","  14,322,034 "
Italy,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  10,876,804 ","  12,886,662 ","  14,322,034 "
Italy,Fixed broadband coverage,Total,Households,"  24,245,645 ","  24,700,085 ","  25,186,546 ","  25,201,789 ","  25,158,680 ","  25,253,675 ","  24,960,466 ","  24,512,747 ","  24,558,481 ","  24,066,454 ","  24,018,499 "
Italy,NGA coverage,Total,Households,"  5,125,267 ","  7,891,560 ","  10,395,557 ","  18,338,747 ","  21,978,679 ","  22,238,756 ","  22,277,436 ","  22,810,987 ","  23,871,884 ","  23,537,947 ","  23,635,968 "
Italy,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  7,509,878 ","  8,300,599 ","  10,867,574 ","  12,948,250 ","  14,322,034 "
Italy,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  22,315,322 "
Italy,DSL,Total,Households,"  23,836,669 ","  24,462,059 ","  24,974,731 ","  25,000,197 ","  24,971,179 ","  25,213,604 ","  24,960,466 ","  24,512,747 ","  24,547,258 ","  24,049,905 ","  23,973,549 "
Italy,VDSL,Total,Households,"  3,598,835 ","  6,048,065 ","  8,313,333 ","  16,845,922 ","  20,866,238 ","  22,238,756 ","  22,277,436 ","  22,810,987 ","  23,622,371 ","  23,193,845 ","  23,151,091 "
Italy,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  13,988,771 ","  14,736,620 ","  16,814,598 ","  16,901,822 ","  16,967,136 "
Italy,FTTP,Total,Households,"  2,993,000 ","  3,686,991 ","  4,164,450 ","  4,763,901 ","  5,498,054 ","  6,033,333 ","  7,509,878 ","  8,300,599 ","  10,867,574 ","  12,948,250 ","  14,322,034 "
Italy,Cable modem DOCSIS 3.0,Total,Households,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
Italy,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Italy,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  18,264,525 ","  17,781,927 ","  23,947,245 ","  23,470,122 ","  24,014,847 "
Italy,LTE,Total,Households,"  9,647,591 ","  19,182,316 ","  22,750,422 ","  24,930,360 ","  24,991,517 ","  25,006,584 ","  24,778,811 ","  24,437,428 ","  24,594,988 ","  24,094,244 ",#N/A
Italy,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  21,865,031 ","  23,078,438 ","  24,568,117 ","  24,336,149 ","  24,119,947 ","  23,353,138 ",#N/A,#N/A
Italy,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,996,532 ","  24,538,354 ","  24,039,416 ","  23,897,001 "
Italy,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  19,365,905 ","  21,208,077 "
Italy,Satellite,Total,Households,"  24,548,577 ","  24,912,099 ","  25,371,975 ","  25,378,019 ","  25,323,845 ","  25,293,216 ","  25,060,394 ","  24,608,154 ","  24,608,154 ","  24,106,989 ","  24,020,251 "
Italy,Overall broadband coverage,Total,Households,"  24,246,600 ","  24,765,941 ","  25,260,354 ","  25,322,827 ","  25,271,577 ","  25,284,067 ",#N/A,#N/A,#N/A,#N/A,#N/A
Italy,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  5,498,054 ","  6,033,333 ",#N/A,#N/A,#N/A,#N/A,#N/A
Italy,Cable modem,Total,Households,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,#N/A
Italy,WiMAX,Total,Households,"  11,783,317 ","  11,750,337 ","  11,916,423 ","  11,908,334 ","  11,874,333 ","  11,848,788 ",#N/A,#N/A,#N/A,#N/A,#N/A
Italy,HSPA,Total,Households,"  23,812,120 ","  24,327,606 ","  24,938,815 ","  25,220,356 ","  25,166,698 ","  25,163,759 ",#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,Land area,Total,km squared,"  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 ","  65,300 "
Lithuania,Population,Total,###,"  3,007,758 ","  2,971,905 ","  2,943,472 ","  2,921,262 ","  2,888,558 ","  2,847,904 ","  2,847,904 ","  2,794,184 ","  2,794,090 ","  2,795,680 ","  2,805,998 "
Lithuania,Households,Total,###,"  1,307,721 ","  1,292,133 ","  1,279,770 ","  1,270,114 ","  1,255,895 ","  1,238,219 ","  1,182,600 ","  1,069,278 ","  1,069,103 ","  1,069,610 ","  1,073,696 "
Lithuania,Broadband coverage (>2Mbps),Total,Households,"  1,034,407 ","  1,032,414 ","  1,027,656 ","  1,028,792 ","  1,030,031 ","  1,050,837 ","  1,009,222 ","  904,074 ",#N/A,#N/A,#N/A
Lithuania,Broadband coverage (>30Mbps),Total,Households,"  629,014 ","  629,269 ","  630,927 ","  636,327 ","  683,304 ","  776,893 ","  751,660 ","  754,375 ","  904,889 ","  927,566 ","  932,719 "
Lithuania,Broadband coverage (>100Mbps),Total,Households,"  636,860 ","  635,729 ","  634,766 ","  636,327 ","  683,304 ","  750,112 ","  723,869 ","  719,196 ","  834,488 ","  927,566 ","  932,719 "
Lithuania,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  719,848 ","  715,347 ","  833,670 ","  832,330 ","  837,306 "
Lithuania,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  833,670 ","  832,330 ","  837,306 "
Lithuania,Fixed broadband coverage,Total,Households,"  1,040,946 ","  1,034,998 ","  1,031,495 ","  1,029,173 ","  1,030,031 ","  1,050,837 ","  1,009,222 ","  907,197 ","  949,469 ","  954,237 ","  961,166 "
Lithuania,NGA coverage,Total,Households,"  636,860 ","  635,729 ","  634,766 ","  636,327 ","  683,304 ","  776,893 ","  821,187 ","  756,906 ","  906,688 ","  929,320 ","  933,631 "
Lithuania,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  721,576 ","  716,961 ","  836,404 ","  834,491 ","  838,077 "
Lithuania,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,055,611 "
Lithuania,DSL,Total,Households,"  903,635 ","  893,950 ","  886,431 ","  886,431 ","  877,508 ","  865,896 ","  834,493 ","  779,875 ","  914,336 ","  911,150 ","  914,272 "
Lithuania,VDSL,Total,Households,  - ,  - ,  - ,  - ,"  14,470 ","  28,407 ","  35,203 ","  44,363 ","  428,913 ","  831,273 ","  837,119 "
Lithuania,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,"  831,273 ","  837,119 "
Lithuania,FTTP,Total,Households,"  636,860 ","  635,729 ","  634,766 ","  636,327 ","  683,304 ","  750,112 ","  721,576 ","  716,961 ","  835,612 ","  834,491 ","  838,077 "
Lithuania,Cable modem DOCSIS 3.0,Total,Households,"  559,704 ","  553,896 ","  183,007 ","  200,678 ","  214,923 ","  224,651 ","  212,146 ","  207,624 ","  289,657 ","  283,371 ","  274,545 "
Lithuania,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Lithuania,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,"  157,181 ","  282,057 "
Lithuania,LTE,Total,Households,"  383,785 ","  1,032,460 ","  1,154,854 ","  1,256,143 ","  1,244,371 ","  1,228,041 ","  1,182,170 ","  1,068,926 ","  1,068,898 ","  1,069,312 ",#N/A
Lithuania,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  1,215,076 ","  1,226,591 ","  1,209,327 ","  1,180,629 ","  1,067,638 ","  1,067,784 ",#N/A,#N/A
Lithuania,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  356,119 ","  963,248 ","  1,061,533 "
Lithuania,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  383,809 ","  659,714 "
Lithuania,Satellite,Total,Households,"  654,292 ","  646,493 ","  640,308 ","  1,270,114 ","  1,255,895 ","  1,238,219 ","  1,182,600 ","  1,069,278 ","  1,069,103 ","  1,069,610 ","  1,073,696 "
Lithuania,Overall broadband coverage,Total,Households,"  1,289,533 ","  1,284,276 ","  1,273,522 ","  1,263,763 ","  1,250,336 ","  1,235,072 ",#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  683,304 ","  750,112 ",#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,Cable modem,Total,Households,"  697,015 ","  689,771 ","  382,651 ","  421,678 ","  418,375 ","  426,460 ",#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,WiMAX,Total,Households,"  1,111,563 ","  1,167,141 ","  78,066 ","  63,506 ","  29,323 ","  12,772 ",#N/A,#N/A,#N/A,#N/A,#N/A
Lithuania,HSPA,Total,Households,"  1,244,950 ","  1,274,410 ","  1,265,283 ","  1,262,648 ","  1,249,802 ","  1,234,374 ",#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,Land area,Total,km squared,"  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 ","  64,562 "
Latvia,Population,Total,###,"  2,041,763 ","  2,023,825 ","  2,001,468 ","  1,986,096 ","  1,986,096 ","  1,950,116 ","  1,934,379 ","  1,919,968 ","  1,907,675 ","  1,893,223 ","  1,875,757 "
Latvia,Households,Total,###,"  785,293 ","  778,394 ","  769,795 ","  827,540 ","  756,964 ","  812,548 ","  801,673 ","  747,150 ","  742,120 ","  736,026 ","  728,871 "
Latvia,Broadband coverage (>2Mbps),Total,Households,"  604,676 ","  583,796 ","  554,253 ","  583,416 ","  529,875 ","  568,784 ","  569,188 ","  534,181 ",#N/A,#N/A,#N/A
Latvia,Broadband coverage (>30Mbps),Total,Households,"  439,764 ","  435,901 ","  431,085 ","  455,147 ","  426,927 ","  476,159 ","  510,421 ","  491,064 ","  495,220 ","  497,758 ","  497,528 "
Latvia,Broadband coverage (>100Mbps),Total,Households,"  392,647 ","  404,765 ","  407,222 ","  438,596 ","  408,760 ","  453,977 ","  481,096 ","  460,286 ","  462,991 ","  460,796 ","  463,332 "
Latvia,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  330 
Latvia,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,Fixed broadband coverage,Total,Households,"  667,499 ","  613,512 ","  569,006 ","  592,764 ","  531,298 ","  575,508 ","  569,961 ","  541,159 ","  540,679 ","  537,633 ","  539,026 "
Latvia,NGA coverage,Total,Households,"  471,176 ","  487,827 ","  452,641 ","  488,914 ","  460,525 ","  499,446 ","  519,941 ","  501,086 ","  505,729 ","  509,847 ","  524,877 "
Latvia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  467,323 ","  446,523 ","  463,911 ","  461,708 ","  520,748 "
Latvia,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  533,296 "
Latvia,DSL,Total,Households,"  298,411 ","  233,245 ","  222,617 ","  219,750 ","  191,844 ","  202,175 ","  189,213 ","  169,293 ","  160,289 ","  157,458 ","  156,042 "
Latvia,VDSL,Total,Households,"  47,118 ","  65,689 ","  77,654 ","  82,220 ","  97,670 ","  98,402 ","  97,442 ","  101,452 ","  105,225 ","  121,773 ","  110,763 "
Latvia,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  101,095 ","  104,842 ","  121,773 ","  110,763 "
Latvia,FTTP,Total,Households,"  393,432 ","  407,824 ","  410,601 ","  442,779 ","  410,450 ","  447,467 ","  467,323 ","  446,523 ","  450,298 ","  448,345 ","  451,061 "
Latvia,Cable modem DOCSIS 3.0,Total,Households,"  139,782 ","  160,349 ","  160,818 ","  173,531 ","  160,156 ","  173,472 ","  181,486 ","  168,698 ","  167,316 ","  163,945 ","  161,591 "
Latvia,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  136,784 ","  134,037 ","  132,112 "
Latvia,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  31,507 ","  29,366 ","  29,190 ","  29,055 ","  28,819 "
Latvia,LTE,Total,Households,"  216,167 ","  505,961 ","  685,262 ","  769,380 ","  745,053 ","  801,185 ","  801,272 ","  746,776 ","  741,749 ","  735,658 ",#N/A
Latvia,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  692,587 ","  739,301 ","  737,544 ","  796,195 ","  743,290 ","  738,286 ",#N/A,#N/A
Latvia,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  309,144 ","  387,112 "
Latvia,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  151,868 ","  284,292 "
Latvia,Satellite,Total,Households,"  159,692 ","  158,289 ","  156,540 ","  827,540 ","  756,964 ","  812,548 ","  801,673 ","  747,150 ","  742,120 ","  736,026 ","  728,871 "
Latvia,Overall broadband coverage,Total,Households,"  781,434 ","  775,423 ","  766,881 ","  795,692 ","  744,852 ","  801,985 ",#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  669,048 ","  674,432 ",#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,Cable modem,Total,Households,"  266,583 ","  267,064 ","  265,394 ","  265,394 ","  264,182 ","  262,970 ",#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,WiMAX,Total,Households,"  316,981 ","  347,270 ","  345,966 ","  341,984 ","  291,689 ","  310,447 ",#N/A,#N/A,#N/A,#N/A,#N/A
Latvia,HSPA,Total,Households,"  777,440 ","  772,453 ","  763,966 ","  763,845 ","  698,701 ","  750,007 ",#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,Land area,Total,km squared,"  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 ","  2,586 "
Luxembourg,Population,Total,###,"  537,039 ","  549,680 ","  549,680 ","  562,958 ","  576,249 ","  590,667 ","  602,005 ","  613,894 ","  626,108 ","  634,730 ","  645,397 "
Luxembourg,Households,Total,###,"  218,386 ","  220,107 ","  227,886 ","  228,926 ","  234,331 ","  240,194 ","  244,804 ","  248,115 ","  253,051 ","  256,536 ","  260,847 "
Luxembourg,Broadband coverage (>2Mbps),Total,Households,"  218,349 ","  220,017 ","  227,793 ","  228,832 ","  234,223 ","  240,194 ","  244,804 ","  248,115 ",#N/A,#N/A,#N/A
Luxembourg,Broadband coverage (>30Mbps),Total,Households,"  207,071 ","  207,763 ","  215,072 ","  215,406 ","  218,310 ","  234,429 ","  239,419 ","  247,370 ","  252,545 ","  250,122 ","  253,804 "
Luxembourg,Broadband coverage (>100Mbps),Total,Households,"  173,914 ","  181,558 ","  199,524 ","  205,306 ","  202,857 ","  225,782 ","  231,585 ","  246,378 ","  251,533 ","  243,966 ","  248,848 "
Luxembourg,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  222,038 ","  227,521 ","  234,325 ","  239,348 ","  247,022 "
Luxembourg,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  205,808 "
Luxembourg,Fixed broadband coverage,Total,Households,"  218,368 ","  220,072 ","  227,850 ","  228,889 ","  234,293 ","  240,194 ","  244,804 ","  248,115 ","  253,051 ","  256,536 ","  260,847 "
Luxembourg,NGA coverage,Total,Households,"  205,961 ","  207,818 ","  215,129 ","  216,153 ","  221,593 ","  227,944 ","  233,788 ","  238,934 ","  245,460 ","  250,122 ","  253,804 "
Luxembourg,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  222,038 ","  227,521 ","  234,325 ","  239,348 ","  247,022 "
Luxembourg,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  247,022 "
Luxembourg,DSL,Total,Households,"  218,349 ","  220,037 ","  227,813 ","  228,853 ","  234,256 ","  213,773 ","  204,167 ","  178,643 ","  165,905 ","  153,106 ","  61,437 "
Luxembourg,VDSL,Total,Households,"  193,535 ","  195,529 ","  202,371 ","  202,000 ","  204,450 ","  188,072 ","  184,827 ","  162,515 ","  151,325 ","  139,812 ","  59,995 "
Luxembourg,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  129,501 ","  21,834 ","  33,150 ","  38,993 ","  29,476 "
Luxembourg,FTTP,Total,Households,"  78,705 ","  94,165 ","  107,423 ","  117,800 ","  134,000 ","  152,283 ","  165,243 ","  178,891 ","  190,294 ","  195,480 ","  205,808 "
Luxembourg,Cable modem DOCSIS 3.0,Total,Households,"  137,000 ","  143,119 ","  171,277 ","  170,000 ","  171,500 ","  201,763 ","  205,391 ","  220,574 ","  228,252 ","  226,457 ","  228,502 "
Luxembourg,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  205,391 ","  220,574 ","  228,252 ","  211,642 ","  219,112 "
Luxembourg,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Luxembourg,LTE,Total,Households,"  174,500 ","  211,303 ","  219,272 ","  224,576 ","  231,050 ","  236,987 ","  244,278 ","  247,618 ","  252,545 ","  256,151 ",#N/A
Luxembourg,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  218,479 ","  230,430 ","  237,717 ","  239,990 ","  243,979 ","  249,088 ",#N/A,#N/A
Luxembourg,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  32,102 ","  239,117 ","  259,804 "
Luxembourg,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  131,706 ","  164,595 "
Luxembourg,Satellite,Total,Households,"  218,386 ","  220,107 ","  227,886 ","  228,926 ","  234,331 ","  240,194 ","  244,804 ","  248,115 ","  253,051 ","  256,536 ","  260,847 "
Luxembourg,Overall broadband coverage,Total,Households,"  218,368 ","  220,072 ","  227,850 ","  228,889 ","  234,293 ","  240,194 ",#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  202,915 ","  220,978 ",#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,Cable modem,Total,Households,"  149,000 ","  155,214 ","  183,511 ","  180,000 ","  182,500 ","  201,763 ",#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,WiMAX,Total,Households,  - ,  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Luxembourg,HSPA,Total,Households,"  217,512 ","  219,227 ","  226,974 ","  226,474 ","  231,811 ","  237,624 ",#N/A,#N/A,#N/A,#N/A,#N/A
Malta,Land area,Total,km squared,  316 ,  316 ,  316 ,  316 ,  316 ,  316 ,  316 ,  316 ,  316 ,  316 ,  316 
Malta,Population,Total,###,"  422,978 ","  425,384 ","  431,629 ","  429,344 ","  434,403 ","  460,297 ","  475,701 ","  493,559 ","  514,564 ","  516,100 ","  520,971 "
Malta,Households,Total,###,"  156,710 ","  152,986 ","  164,512 ","  163,641 ","  165,569 ","  175,439 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,Broadband coverage (>2Mbps),Total,Households,"  156,663 ","  152,642 ","  164,142 ","  163,273 ","  165,520 ","  175,386 ","  175,347 ","  181,680 ",#N/A,#N/A,#N/A
Malta,Broadband coverage (>30Mbps),Total,Households,"  156,663 ","  152,183 ","  163,648 ","  162,701 ","  165,445 ","  175,316 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,Broadband coverage (>100Mbps),Total,Households,"  156,663 ","  152,129 ","  163,589 ","  162,638 ","  165,404 ","  175,263 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - 
Malta,Fixed broadband coverage,Total,Households,"  156,674 ","  152,986 ","  164,512 ","  163,641 ","  165,569 ","  175,439 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,NGA coverage,Total,Households,"  156,669 ","  152,986 ","  164,511 ","  163,559 ","  165,487 ","  175,351 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  191,769 "
Malta,DSL,Total,Households,"  156,694 ","  152,986 ","  164,512 ","  163,641 ","  165,569 ","  175,439 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
Malta,VDSL,Total,Households,"  117,533 ","  114,740 ","  118,449 ","  117,822 ","  119,210 ","  126,316 ","  126,250 ","  130,826 ","  136,376 ","  136,783 ","  138,074 "
Malta,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Malta,FTTP,Total,Households,"  1,286 ","  12,900 ","  17,109 ","  26,232 ","  38,081 ","  55,439 ","  68,736 ","  74,579 ","  90,917 ","  106,843 ","  133,471 "
Malta,Cable modem DOCSIS 3.0,Total,Households,"  156,694 ","  152,986 ","  164,511 ","  163,477 ","  165,404 ","  175,263 ","  175,347 ","  181,680 ","  189,411 ","  189,976 ","  191,769 "
