Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Luxembourg,HSPA,Rural,Rural Households,"  29,765 ","  30,711 ","  30,748 ","  26,107 ","  26,724 ","  27,393 ",#N/A,#N/A,#N/A,#N/A,#N/A
Malta,Households,Rural,###,"  1,488 ","  1,452 ","  1,560 ","  1,673 ","  1,692 ","  1,787 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,Fixed broadband coverage,Rural,Rural Households,"  1,488 ","  1,452 ","  1,560 ","  1,673 ","  1,692 ","  1,787 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,NGA coverage,Rural,Rural Households,"  1,480 ","  1,452 ","  1,559 ","  1,671 ","  1,690 ","  1,785 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,107 "
Malta,DSL,Rural,Rural Households,"  1,472 ","  1,452 ","  1,560 ","  1,673 ","  1,692 ","  1,787 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,VDSL,Rural,Rural Households,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
Malta,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Malta,FTTP,Rural,Rural Households,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  179 
Malta,Cable modem DOCSIS 3.0,Rural,Rural Households,"  1,480 ","  1,452 ","  1,559 ","  1,671 ","  1,690 ","  1,785 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,LTE,Rural,Rural Households,  - ,  - ,  - ,  855 ,"  1,526 ","  1,640 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ",#N/A
Malta,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  1,089 ","  1,107 "
Malta,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  53 ,  67 
Malta,Satellite,Rural,Rural Households,"  1,488 ","  1,452 ","  1,560 ","  1,673 ","  1,692 ","  1,787 ","  1,785 ","  1,740 ","  1,086 ","  1,089 ","  1,107 "
Malta,Overall broadband coverage,Rural,Rural Households,"  1,488 ","  1,452 ","  1,560 ","  1,673 ","  1,692 ","  1,787 ",#N/A,#N/A,#N/A,#N/A,#N/A
Malta,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  1,690 ","  1,785 ",#N/A,#N/A,#N/A,#N/A,#N/A
Malta,WiMAX,Rural,Rural Households,"  1,488 ","  1,452 ","  1,560 ",  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Malta,Cable modem,Rural,Rural Households,"  1,480 ","  1,452 ","  1,560 ","  1,671 ","  1,690 ","  1,785 ",#N/A,#N/A,#N/A,#N/A,#N/A
Malta,HSPA,Rural,Rural Households,"  1,472 ","  1,389 ","  1,544 ","  1,660 ","  1,678 ","  1,773 ",#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,Households,Rural,###,"  299,377 ","  297,405 ","  298,326 ","  297,467 ","  298,865 ","  300,671 ","  312,251 ","  318,179 ","  318,179 ","  318,179 ","  319,663 "
Netherlands,Fixed broadband coverage,Rural,Rural Households,"  296,084 ","  294,133 ","  295,044 ","  294,195 ","  295,577 ","  297,364 ","  308,816 ","  314,711 ","  316,854 ","  313,646 ","  318,011 "
Netherlands,NGA coverage,Rural,Rural Households,"  212,295 ","  212,681 ","  215,875 ","  217,485 ","  219,057 ","  241,119 ","  251,362 ","  258,027 ","  259,459 ","  306,417 ","  312,742 "
Netherlands,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  123,658 ","  128,529 ","  215,182 ","  280,989 ","  285,734 "
Netherlands,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  285,734 "
Netherlands,DSL,Rural,Rural Households,"  236,209 ","  234,652 ","  235,379 ","  234,701 ","  235,842 ","  237,530 ","  250,144 ","  261,575 ","  262,561 ","  266,110 ","  263,163 "
Netherlands,VDSL,Rural,Rural Households,"  118,888 ","  151,843 ","  156,025 ","  160,100 ","  177,685 ","  181,567 ","  190,473 ","  197,876 ","  200,739 ","  204,488 ","  220,303 "
Netherlands,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  13,583 ","  14,146 ","  124,475 ","  126,762 ","  135,125 "
Netherlands,FTTP,Rural,Rural Households,"  46,403 ","  49,667 ","  54,892 ","  59,196 ","  60,575 ","  68,127 ","  82,558 ","  86,650 ","  173,302 ","  243,072 ","  250,693 "
Netherlands,Cable modem DOCSIS 3.0,Rural,Rural Households,"  78,810 ","  78,290 ","  78,533 ","  78,307 ","  78,675 ","  79,150 ","  88,964 ","  90,653 ","  90,653 ","  90,653 ","  86,046 "
Netherlands,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  82,199 ","  83,759 ","  83,759 ","  83,759 ","  83,040 "
Netherlands,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  271,658 ","  276,816 ","  277,760 ","  279,363 ",  - 
Netherlands,LTE,Rural,Rural Households,"  127,543 ","  284,118 ","  293,128 ","  292,090 ","  296,935 ","  298,867 ","  310,010 ","  315,895 ","  313,853 ","  318,179 ",#N/A
Netherlands,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  308,134 ","  318,179 ","  319,650 "
Netherlands,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - 
Netherlands,Satellite,Rural,Rural Households,"  299,377 ","  297,405 ","  298,326 ","  297,467 ","  298,865 ","  300,671 ","  312,251 ","  318,179 ","  318,179 ","  318,179 ","  319,663 "
Netherlands,Overall broadband coverage,Rural,Rural Households,"  285,157 ","  293,870 ","  295,727 ","  294,778 ","  297,926 ","  299,700 ",#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  278,640 ","  241,527 ",#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,WiMAX,Rural,Rural Households,  - ,  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,Cable modem,Rural,Rural Households,"  78,810 ","  78,290 ","  78,533 ","  78,307 ","  78,675 ","  79,150 ",#N/A,#N/A,#N/A,#N/A,#N/A
Netherlands,HSPA,Rural,Rural Households,"  270,936 ","  284,118 ","  293,128 ","  196,923 ","  296,935 ","  298,729 ",#N/A,#N/A,#N/A,#N/A,#N/A
Norway,Households,Rural,###,"  514,981 ","  519,175 ","  522,697 ","  431,650 ","  436,618 ","  492,217 ","  437,400 ","  534,622 ","  440,705 ","  440,304 ","  422,456 "
Norway,Fixed broadband coverage,Rural,Rural Households,"  446,863 ","  423,918 ","  404,325 ","  325,506 ","  326,153 ","  424,518 ","  410,357 ","  517,279 ","  400,970 ","  436,244 ","  420,042 "
Norway,NGA coverage,Rural,Rural Households,"  83,211 ","  162,099 ","  168,340 ","  159,456 ","  175,421 ","  238,482 ","  260,987 ","  376,836 ","  302,846 ","  324,214 ","  325,966 "
Norway,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  195,918 ","  300,794 ","  282,076 ","  310,027 ","  325,104 "
Norway,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Norway,DSL,Rural,Rural Households,"  381,592 ","  364,461 ","  352,319 ","  306,712 ","  285,511 ","  361,537 ","  338,514 ","  418,378 ","  332,301 ","  329,181 ","  316,002 "
Norway,VDSL,Rural,Rural Households,"  39,605 ","  69,569 ","  81,757 ","  81,161 ","  88,983 ","  121,227 ","  116,867 ","  146,055 ","  129,410 ","  131,905 ","  127,008 "
Norway,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Norway,FTTP,Rural,Rural Households,"  51,587 ","  63,858 ","  96,118 ","  84,149 ","  100,077 ","  160,592 ","  195,918 ","  300,794 ","  282,076 ","  310,027 ","  325,104 "
Norway,Cable modem DOCSIS 3.0,Rural,Rural Households,"  10,041 ","  15,056 ","  12,615 ","  17,428 ","  19,537 ","  12,676 ","  12,865 ","  8,179 ","  7,545 ","  4,666 ","  15,280 "
Norway,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  6 ,  69 ,"  9,777 "
Norway,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  499,936 ","  374,031 ","  363,525 ","  375,033 "
Norway,LTE,Rural,Rural Households,"  191,036 ","  238,820 ","  513,635 ","  429,936 ","  434,871 ","  490,311 ","  436,863 ","  534,087 ","  440,260 ","  439,760 ",#N/A
Norway,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  20,044 ","  263,126 ","  360,633 "
Norway,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  28,733 ","  62,924 "
Norway,Satellite,Rural,Rural Households,"  477,429 ","  481,317 ","  484,583 ","  400,174 ","  404,780 ","  456,325 ","  405,506 ","  495,638 ","  408,569 ","  408,197 ","  391,652 "
Norway,Overall broadband coverage,Rural,Rural Households,"  473,703 ","  506,195 ","  511,307 ","  431,649 ","  436,144 ","  491,264 ",#N/A,#N/A,#N/A,#N/A,#N/A
Norway,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  109,846 ","  166,930 ",#N/A,#N/A,#N/A,#N/A,#N/A
Norway,WiMAX,Rural,Rural Households,"  175,747 ",  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Norway,Cable modem,Rural,Rural Households,"  16,564 ","  15,056 ","  13,877 ","  17,428 ","  19,537 ","  12,676 ",#N/A,#N/A,#N/A,#N/A,#N/A
Norway,HSPA,Rural,Rural Households,"  431,846 ","  493,216 ","  499,917 ","  428,613 ","  430,783 ","  490,311 ",#N/A,#N/A,#N/A,#N/A,#N/A
Poland,Households,Rural,###,"  4,561,484 ","  4,618,355 ","  4,675,935 ","  4,734,233 ","  4,793,258 ","  4,853,019 ","  4,786,352 ","  4,917,330 ","  4,893,827 ","  4,991,180 ","  4,991,180 "
Poland,Fixed broadband coverage,Rural,Rural Households,"  2,454,078 ","  2,512,385 ","  2,576,440 ","  2,613,297 ","  2,655,570 ","  2,802,937 ","  2,975,046 ","  3,138,839 ","  3,415,296 ","  3,431,352 ","  3,692,504 "
Poland,NGA coverage,Rural,Rural Households,"  839,313 ","  1,016,038 ","  1,080,141 ","  1,150,419 ","  1,227,137 ","  1,409,530 ","  1,560,185 ","  1,826,554 ","  1,957,667 ","  2,009,405 ","  3,288,270 "
Poland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  893,723 ","  1,223,614 ","  1,633,228 ","  1,639,094 ","  2,853,521 "
Poland,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Poland,DSL,Rural,Rural Households,"  1,810,909 ","  1,884,289 ","  1,935,837 ","  1,991,476 ","  2,038,388 ","  2,085,750 ","  2,185,777 ","  2,120,466 ","  2,179,264 ","  2,175,906 ","  1,048,138 "
Poland,VDSL,Rural,Rural Households,"  345,820 ","  434,125 ","  589,168 ","  728,360 ","  807,154 ","  837,346 ","  847,709 ","  851,174 ","  504,998 ","  601,354 ","  877,689 "
Poland,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  827,328 ","  828,575 ","  479,644 ","  490,915 ","  778,655 "
Poland,FTTP,Rural,Rural Households,"  8,859 ","  121,417 ","  163,129 ","  334,055 ","  455,773 ","  667,214 ","  857,444 ","  1,186,953 ","  1,595,864 ","  1,601,553 ","  2,812,206 "
Poland,Cable modem DOCSIS 3.0,Rural,Rural Households,"  27,369 ","  36,947 ","  51,435 ","  57,508 ","  65,812 ","  73,892 ","  73,896 ","  73,107 ","  80,690 ","  80,764 ","  82,780 "
Poland,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  67,862 ","  72,357 ","  74,727 ","  75,081 ","  82,630 "
Poland,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  684,842 ","  770,319 ","  825,323 ","  820,570 ","  1,031,110 "
Poland,LTE,Rural,Rural Households,"  3,758,663 ","  4,045,679 ","  4,353,296 ","  4,720,741 ","  4,783,240 ","  4,848,166 ","  4,781,566 ","  4,912,413 ","  4,888,933 ","  4,912,762 ",#N/A
Poland,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  52,723 ","  139,846 ","  2,918,216 "
Poland,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - 
Poland,Satellite,Rural,Rural Households,"  4,561,484 ","  4,618,355 ","  4,675,935 ","  4,734,233 ","  4,793,258 ","  4,853,019 ","  4,786,352 ","  4,917,330 ","  4,893,827 ","  4,991,180 ","  4,991,180 "
Poland,Overall broadband coverage,Rural,Rural Households,"  4,319,981 ","  4,584,102 ","  4,651,886 ","  4,734,233 ","  4,793,258 ","  4,853,019 ",#N/A,#N/A,#N/A,#N/A,#N/A
Poland,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  492,178 ","  708,155 ",#N/A,#N/A,#N/A,#N/A,#N/A
Poland,WiMAX,Rural,Rural Households,"  15,263 ","  39,379 ","  51,287 ","  41,184 ","  40,327 ","  58,093 ",#N/A,#N/A,#N/A,#N/A,#N/A
Poland,Cable modem,Rural,Rural Households,"  18,246 ","  36,947 ","  56,111 ","  63,110 ","  67,368 ","  76,432 ",#N/A,#N/A,#N/A,#N/A,#N/A
Poland,HSPA,Rural,Rural Households,"  4,326,572 ","  4,515,852 ","  4,587,092 ","  4,734,233 ","  4,793,258 ","  4,853,019 ",#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,Households,Rural,###,"  717,220 ","  603,294 ","  598,196 ","  614,447 ","  602,229 ","  590,012 ","  584,363 ","  582,457 ","  591,474 ","  583,534 ","  583,340 "
Portugal,Fixed broadband coverage,Rural,Rural Households,"  578,797 ","  500,130 ","  503,083 ","  541,700 ","  558,267 ","  547,531 ","  521,254 ","  523,982 ","  535,387 ","  516,848 ","  515,904 "
Portugal,NGA coverage,Rural,Rural Households,"  205,125 ","  208,136 ","  222,529 ","  236,228 ","  382,667 ","  392,983 ","  405,357 ","  409,588 ","  448,942 ","  401,673 ","  416,758 "
Portugal,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  405,357 ","  409,588 ","  448,942 ","  401,673 ","  416,758 "
Portugal,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,DSL,Rural,Rural Households,"  546,522 ","  467,553 ","  470,182 ","  486,245 ","  482,899 ","  466,219 ","  413,678 ","  413,437 ","  415,841 ","  410,211 ","  410,113 "
Portugal,VDSL,Rural,Rural Households,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
Portugal,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Portugal,FTTP,Rural,Rural Households,"  82,480 ","  80,841 ","  91,524 ","  113,421 ","  254,049 ","  284,143 ","  287,104 ","  298,499 ","  358,773 ","  379,697 ","  400,603 "
Portugal,Cable modem DOCSIS 3.0,Rural,Rural Households,"  132,686 ","  135,138 ","  142,371 ","  150,849 ","  259,561 ","  255,184 ","  254,133 ","  253,292 ","  256,149 ","  205,945 ","  206,011 "
Portugal,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  254,133 ","  253,292 ","  256,149 ","  205,945 ","  206,011 "
Portugal,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Portugal,LTE,Rural,Rural Households,"  365,669 ","  385,018 ","  400,887 ","  568,436 ","  563,347 ","  558,013 ","  573,620 ","  576,413 ","  585,184 ","  582,720 ",#N/A
Portugal,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  121,363 ","  510,392 "
Portugal,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  53,475 ","  77,431 "
Portugal,Satellite,Rural,Rural Households,"  717,220 ","  603,294 ","  598,196 ","  614,447 ","  602,229 ","  590,012 ","  584,363 ","  582,457 ","  591,474 ","  583,534 ","  583,340 "
Portugal,Overall broadband coverage,Rural,Rural Households,"  709,423 ","  597,073 ","  591,588 ","  601,166 ","  595,135 ","  588,432 ",#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  394,450 ","  392,983 ",#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,WiMAX,Rural,Rural Households,  - ,  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,Cable modem,Rural,Rural Households,"  132,686 ","  135,138 ","  142,371 ","  150,849 ","  259,561 ","  255,184 ",#N/A,#N/A,#N/A,#N/A,#N/A
Portugal,HSPA,Rural,Rural Households,"  527,055 ","  470,855 ","  504,788 ","  578,551 ","  576,087 ","  580,171 ",#N/A,#N/A,#N/A,#N/A,#N/A
Romania,Households,Rural,###,"  1,570,797 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 "
Romania,Fixed broadband coverage,Rural,Rural Households,"  1,227,809 ","  1,258,726 ","  1,264,061 ","  1,292,655 ","  1,297,970 ","  1,249,877 ","  1,244,385 ","  1,300,916 ","  1,396,760 ","  1,493,089 ","  1,493,599 "
Romania,NGA coverage,Rural,Rural Households,"  386,555 ","  430,694 ","  463,022 ","  527,424 ","  606,289 ","  633,908 ","  837,819 ","  1,043,906 ","  1,328,792 ","  1,471,234 ","  1,463,607 "
Romania,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  613,199 ","  873,030 ","  1,188,700 ","  1,413,820 ","  1,451,283 "
Romania,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,457,759 "
Romania,DSL,Rural,Rural Households,"  988,709 ","  993,976 ","  999,864 ","  1,030,539 ","  1,036,217 ","  934,534 ","  920,558 ","  909,341 ","  890,335 ","  853,904 ","  566,741 "
Romania,VDSL,Rural,Rural Households,"  24,039 ","  27,865 ","  28,045 ","  32,862 ","  30,042 ","  27,709 ","  32,353 ","  35,306 ","  35,873 ","  36,269 ","  12,977 "
Romania,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Romania,FTTP,Rural,Rural Households,"  337,995 ","  356,011 ","  391,834 ","  418,478 ","  456,499 ","  473,059 ","  613,199 ","  873,030 ","  1,188,700 ","  1,413,820 ","  1,451,283 "
Romania,Cable modem DOCSIS 3.0,Rural,Rural Households,"  69,032 ","  116,301 ","  114,329 ","  152,012 ","  216,643 ","  252,974 ","  390,001 ","  367,331 ","  384,251 ","  279,394 ","  224,787 "
Romania,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,"  120,302 "
Romania,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  385,151 ","  384,525 ","  396,587 ","  396,545 ","  284,931 "
Romania,LTE,Rural,Rural Households,"  37,647 ","  279,287 ","  530,267 ","  777,641 ","  1,330,502 ","  1,429,318 ","  1,533,350 ","  1,553,946 ","  1,565,151 ","  1,568,099 ",#N/A
Romania,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  32,049 ","  46,237 ","  99,307 "
Romania,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  34,688 ","  40,866 "
Romania,Satellite,Rural,Rural Households,"  1,570,797 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 ","  1,569,714 "
Romania,Overall broadband coverage,Rural,Rural Households,"  1,565,479 ","  1,563,839 ","  1,565,754 ","  1,569,378 ","  1,569,653 ","  1,569,653 ",#N/A,#N/A,#N/A,#N/A,#N/A
Romania,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  588,643 ","  617,142 ",#N/A,#N/A,#N/A,#N/A,#N/A
Romania,WiMAX,Rural,Rural Households,"  395,957 ","  521,306 ","  489,859 ","  525,304 ","  523,733 ","  509,917 ",#N/A,#N/A,#N/A,#N/A,#N/A
Romania,Cable modem,Rural,Rural Households,"  96,751 ","  163,451 ","  145,339 ","  183,796 ","  266,502 ","  399,559 ",#N/A,#N/A,#N/A,#N/A,#N/A
Romania,HSPA,Rural,Rural Households,"  1,560,160 ","  1,557,963 ","  1,561,794 ","  1,569,041 ","  1,569,592 ","  1,569,592 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Households,Rural,###,"  562,129 ","  562,129 ","  558,305 ","  558,305 ","  557,939 ","  558,029 ","  552,281 ","  552,281 ","  552,281 ","  567,750 ","  456,338 "
Slovakia,Fixed broadband coverage,Rural,Rural Households,"  403,431 ","  430,610 ","  463,542 ","  477,231 ","  490,986 ","  492,739 ","  515,206 ","  537,074 ","  535,989 ","  552,393 ","  444,109 "
Slovakia,NGA coverage,Rural,Rural Households,"  20,258 ","  24,114 ","  78,743 ","  182,868 ","  210,128 ","  245,163 ","  249,946 ","  309,992 ","  439,008 ","  413,766 ","  372,699 "
Slovakia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  84,756 ","  99,523 ","  119,237 ","  183,299 ","  159,734 "
Slovakia,VHCN coverage (as defined by BEREC),Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  159,734 "
Slovakia,DSL,Rural,Rural Households,"  216,011 ","  281,370 ","  368,556 ","  385,230 ","  387,591 ","  387,830 ","  386,597 ","  408,639 ","  441,947 ","  421,440 ","  377,298 "
Slovakia,VDSL,Rural,Rural Households,  - ,  - ,"  66,495 ","  154,819 ","  183,587 ","  210,732 ","  204,216 ","  256,231 ","  332,403 ","  321,192 ","  285,014 "
Slovakia,VDSL 2 Vectoring,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  188,050 ","  281,801 ","  273,009 ","  240,247 "
Slovakia,FTTP,Rural,Rural Households,"  20,233 ","  24,089 ","  24,445 ","  38,304 ","  51,490 ","  66,144 ","  84,756 ","  99,544 ","  119,250 ","  177,273 ","  159,526 "
Slovakia,Cable modem DOCSIS 3.0,Rural,Rural Households,  50 ,  50 ,  50 ,"  2,241 ","  1,592 ","  2,718 ","  6,704 ","  9,356 ","  14,128 ","  16,294 ","  18,402 "
Slovakia,Cable modem DOCSIS 3.1,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  4,655 ","  4,673 ","  4,780 "
Slovakia,FWA,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  474,033 ","  520,975 ","  520,975 ","  537,036 ","  430,318 "
Slovakia,LTE,Rural,Rural Households,  - ,  - ,"  47,531 ","  370,547 ","  485,984 ","  507,042 ","  521,299 ","  521,299 ","  526,019 ","  534,981 ",#N/A
Slovakia,5G,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  13,403 ","  222,895 ","  210,577 "
Slovakia,5G in the 3.4–3.8 GHz band,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  158,675 ","  155,017 "
Slovakia,Satellite,Rural,Rural Households,"  562,129 ","  562,129 ","  558,305 ","  558,305 ","  557,939 ","  558,029 ","  552,281 ","  552,281 ","  552,281 ","  567,750 ","  456,338 "
Slovakia,Overall broadband coverage,Rural,Rural Households,"  474,737 ","  500,755 ","  511,247 ","  511,142 ","  524,888 ","  538,088 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,DOCSIS 3.0 & FTTP coverage,Rural,Rural Households,#N/A,#N/A,#N/A,#N/A,"  52,286 ","  67,503 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,WiMAX,Rural,Rural Households,"  283,341 ","  283,341 ","  279,009 ","  279,008 ","  278,806 ","  278,819 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Cable modem,Rural,Rural Households,"  2,319 ","  2,319 ","  3,531 ","  4,735 ","  5,062 ","  4,667 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,HSPA,Rural,Rural Households,"  387,345 ","  389,692 ","  400,420 ","  438,334 ","  430,359 ","  513,053 ",#N/A,#N/A,#N/A,#N/A,#N/A
